denominator_valid,detail_rows,detail_to_entry_ratio,entry_count,judge_count,mark_matrix_coverage,mark_matrix_denominator,marks,round_id,round_type,source
True,3,1.0,3,5,1.0,15,15,2026-06-disco-america/other-jj-leader-proam-silver-hustle/final,final,eepro
True,3,1.0,3,5,1.0,15,15,2026-06-disco-america/other-novice-amateur-just-hustle-novice/final,final,eepro
True,1,1.0,1,5,1.0,5,5,2026-06-disco-america/other-novice-amateur-just-hustle-silver-50-novice/final,final,eepro
True,6,0.6,10,5,1.0,30,30,2026-06-disco-america/other-novice-jj-amateur-hustle/final,final,eepro
True,1,1.0,1,5,1.0,5,5,2026-06-disco-america/other-novice-jj-leader-proam-hustle/final,final,eepro
True,5,1.0,5,3,1.0,15,15,2026-06-disco-america/other-novice-pro-am-follower-3-dance-hustle/final,final,eepro
True,4,1.0,4,5,1.0,20,20,2026-06-disco-america/other-novice-pro-am-follower-hustle-silver-50/final,final,eepro
True,8,1.0,8,5,1.0,40,40,2026-06-disco-america/other-novice-pro-am-follower-hustle/final,final,eepro
True,13,1.0,13,5,1.0,65,65,2026-06-disco-america/other-novice-pro-am-follower-hustle/prelim,prelim,eepro
True,1,1.0,1,3,1.0,3,3,2026-06-disco-america/other-novice-pro-am-leader-3-dance-hustle/final,final,eepro
True,1,1.0,1,3,1.0,3,3,2026-06-disco-america/other-novice-pro-am-leader-hustle/final,final,eepro
True,8,1.0,8,5,1.0,40,40,2026-06-disco-america/other-pro-am-follower-hustle-pre-adv/final,final,eepro
True,8,1.0,8,5,1.0,40,40,2026-06-disco-america/other-pro-am-follower-hustle-pre-int/final,final,eepro
True,17,1.0,17,5,1.0,85,85,2026-06-disco-america/other-pro-am-follower-hustle-pre-int/prelim,prelim,eepro
True,6,1.0,6,5,1.0,30,30,2026-06-disco-america/other-pro-am-follower-hustle-pre-nov/final,final,eepro
True,1,1.0,1,3,1.0,3,3,2026-06-disco-america/other-pro-am-leader-hustle-pre-adv/final,final,eepro
True,1,1.0,1,3,1.0,3,3,2026-06-disco-america/other-pro-am-leader-hustle-pre-int/final,final,eepro
True,2,1.0,2,5,1.0,10,10,2026-06-disco-america/other-sophisticated-advanced-amateur-just-hustle-sophisticated-40-advanced/final,final,eepro
True,6,1.0,6,5,1.0,30,30,2026-06-disco-america/other-sophisticated-advanced-pro-am-follower-hustle-40/final,final,eepro
True,2,1.0,2,3,1.0,6,6,2026-06-disco-america/other-sophisticated-advanced-pro-am-leader-hustle-40/final,final,eepro
True,1,1.0,1,5,1.0,5,5,2026-06-disco-america/other-sophisticated-intermediate-amateur-just-hustle-sophisticated-40-intermediate/final,final,eepro
True,7,1.0,7,5,1.0,35,35,2026-06-disco-america/other-sophisticated-intermediate-pro-am-follower-hustle-40/final,final,eepro
False,0,0.0,13,5,,0,15,2026-06-disco-america/other-sophisticated-intermediate-pro-am-follower-hustle-40/prelim,prelim,eepro
True,2,1.0,2,3,1.0,6,6,2026-06-disco-america/other-sophisticated-intermediate-pro-am-leader-hustle-40/final,final,eepro
True,1,1.0,1,5,1.0,5,5,2026-06-disco-america/other-sophisticated-novice-amateur-just-hustle-sophisticated-40-novice/final,final,eepro
True,6,1.0,6,5,1.0,30,30,2026-06-disco-america/other-sophisticated-novice-pro-am-follower-hustle-40/final,final,eepro
True,4,1.0,4,3,1.0,12,12,2026-06-disco-america/pro-am-follower-bachata-silver-50/final,final,eepro
True,5,1.0,5,3,1.0,15,15,2026-06-disco-america/pro-am-follower-salsa-silver-50/final,final,eepro
True,4,1.0,4,3,1.0,12,12,2026-06-disco-america/pro-am-follower-silver-50/final,final,eepro
True,2,1.0,2,5,1.0,10,10,2026-06-disco-america/pro-am-follower-theater-arts/final,final,eepro
True,1,1.0,1,3,1.0,3,3,2026-06-disco-america/pro-am-leader-salsa-silver-50/final,final,eepro
True,1,1.0,1,3,1.0,3,3,2026-06-disco-america/pro-am-leader-silver-50/final,final,eepro
True,2,1.0,2,5,1.0,10,10,2026-06-disco-america/showcase-follower-proam/final,final,eepro
True,11,0.5,22,7,1.0,77,77,2026-06-jack-jill-o-rama/advanced-jj/final,final,eepro
True,135,1.0,135,10,0.5,1350,675,2026-06-jack-jill-o-rama/advanced-jj/prelim,prelim,eepro
True,73,1.0,73,10,0.5,730,365,2026-06-jack-jill-o-rama/advanced-jj/semifinal,semifinal,eepro
True,11,1.0,11,5,1.0,55,55,2026-06-jack-jill-o-rama/advanced-pro-follow-am-lead-j-j-advanced/final,final,eepro
True,43,1.0,43,5,1.0,215,215,2026-06-jack-jill-o-rama/advanced-pro-follow-am-lead-j-j-advanced/prelim,prelim,eepro
True,11,1.0,11,5,1.0,55,55,2026-06-jack-jill-o-rama/advanced-pro-lead-am-follow-j-j-advanced/final,final,eepro
True,51,1.0,51,5,1.0,255,255,2026-06-jack-jill-o-rama/advanced-pro-lead-am-follow-j-j-advanced/prelim,prelim,eepro
True,12,1.0,12,7,1.0,84,84,2026-06-jack-jill-o-rama/all-american-60s-era-j-j/final,final,eepro
True,116,1.0,116,7,1.0,812,812,2026-06-jack-jill-o-rama/all-american-60s-era-j-j/prelim,prelim,eepro
True,12,0.5,24,7,1.0,84,84,2026-06-jack-jill-o-rama/allstar-jj/final,final,eepro
True,99,1.0,99,10,0.5,990,495,2026-06-jack-jill-o-rama/allstar-jj/prelim,prelim,eepro
True,54,1.0,54,10,0.5,540,270,2026-06-jack-jill-o-rama/allstar-jj/semifinal,semifinal,eepro
True,10,1.0,10,7,1.0,70,70,2026-06-jack-jill-o-rama/allstar-strictly-champs/final,final,eepro
True,43,1.0,43,7,1.0,301,301,2026-06-jack-jill-o-rama/allstar-strictly-champs/prelim,prelim,eepro
True,11,0.5,22,7,1.0,77,77,2026-06-jack-jill-o-rama/champion-jj/final,final,eepro
True,40,1.0,40,11,0.636364,440,280,2026-06-jack-jill-o-rama/champion-jj/prelim,prelim,eepro
True,13,0.5,26,5,1.0,65,65,2026-06-jack-jill-o-rama/country-jj-swing/final,final,eepro
True,81,1.0,81,6,0.5,486,243,2026-06-jack-jill-o-rama/country-jj-swing/prelim,prelim,eepro
True,14,0.5,28,7,1.0,98,98,2026-06-jack-jill-o-rama/intermediate-jj/final,final,eepro
True,164,1.0,164,10,0.5,1640,820,2026-06-jack-jill-o-rama/intermediate-jj/prelim,prelim,eepro
True,72,1.0,72,10,0.5,720,360,2026-06-jack-jill-o-rama/intermediate-jj/semifinal,semifinal,eepro
True,10,1.0,10,5,1.0,50,50,2026-06-jack-jill-o-rama/intermediate-pro-follow-am-lead-j-j-intermediate/final,final,eepro
True,45,1.0,45,5,1.0,225,225,2026-06-jack-jill-o-rama/intermediate-pro-follow-am-lead-j-j-intermediate/prelim,prelim,eepro
True,10,1.0,10,5,1.0,50,50,2026-06-jack-jill-o-rama/intermediate-pro-lead-am-follow-j-j-intermediate/final,final,eepro
True,71,1.0,71,5,1.0,355,355,2026-06-jack-jill-o-rama/intermediate-pro-lead-am-follow-j-j-intermediate/prelim,prelim,eepro
True,13,0.5,26,5,1.0,65,65,2026-06-jack-jill-o-rama/jj-newbie/final,final,eepro
True,98,1.0,98,6,0.5,588,294,2026-06-jack-jill-o-rama/jj-newbie/prelim,prelim,eepro
True,12,0.5,24,7,1.0,84,84,2026-06-jack-jill-o-rama/jj-role-reversal/final,final,eepro
True,68,1.0,68,10,0.5,680,340,2026-06-jack-jill-o-rama/jj-role-reversal/prelim,prelim,eepro
True,8,0.5,16,7,1.0,56,56,2026-06-jack-jill-o-rama/masters-jj/final,final,eepro
True,35,1.0,35,10,0.5,350,175,2026-06-jack-jill-o-rama/masters-jj/prelim,prelim,eepro
True,16,0.5,32,7,1.0,112,112,2026-06-jack-jill-o-rama/novice-jj/final,final,eepro
True,248,1.0,248,10,0.5,2480,1240,2026-06-jack-jill-o-rama/novice-jj/prelim,prelim,eepro
True,98,1.0,98,10,0.5,980,490,2026-06-jack-jill-o-rama/novice-jj/semifinal,semifinal,eepro
True,11,1.0,11,5,1.0,55,55,2026-06-jack-jill-o-rama/novice-pro-follow-am-lead-j-j-novice/final,final,eepro
True,54,1.0,54,5,1.0,270,270,2026-06-jack-jill-o-rama/novice-pro-follow-am-lead-j-j-novice/prelim,prelim,eepro
True,11,1.0,11,5,1.0,55,55,2026-06-jack-jill-o-rama/novice-pro-lead-am-follow-j-j-novice/final,final,eepro
True,103,1.0,103,5,1.0,515,515,2026-06-jack-jill-o-rama/novice-pro-lead-am-follow-j-j-novice/prelim,prelim,eepro
True,10,1.0,10,7,1.0,70,70,2026-06-jack-jill-o-rama/open-open-jackpot-j-j/final,final,eepro
True,124,1.0,124,7,1.0,868,868,2026-06-jack-jill-o-rama/open-open-jackpot-j-j/prelim,prelim,eepro
True,47,1.0,47,7,1.0,329,329,2026-06-jack-jill-o-rama/open-open-jackpot-j-j/semifinal,semifinal,eepro
True,12,1.0,12,7,1.0,84,84,2026-06-jack-jill-o-rama/open-strictly/final,final,eepro
True,59,1.0,59,7,1.0,413,413,2026-06-jack-jill-o-rama/open-strictly/prelim,prelim,eepro
True,11,0.5,22,7,1.0,77,77,2026-06-jack-jill-o-rama/sophisticated-jj-not/final,final,eepro
True,100,1.0,100,10,0.5,1000,500,2026-06-jack-jill-o-rama/sophisticated-jj-not/prelim,prelim,eepro
True,12,0.5,24,7,1.0,84,84,2026-06-liberty-swing/advanced-jj/final,final,eepro
True,82,1.0,82,10,0.5,820,410,2026-06-liberty-swing/advanced-jj/prelim,prelim,eepro
True,52,1.0,52,10,0.5,520,260,2026-06-liberty-swing/advanced-jj/semifinal,semifinal,eepro
True,10,1.0,10,7,1.0,70,70,2026-06-liberty-swing/advanced-strictly/final,final,eepro
True,23,1.0,23,7,1.0,161,161,2026-06-liberty-swing/advanced-strictly/prelim,prelim,eepro
True,10,0.5,20,7,1.0,70,70,2026-06-liberty-swing/allstar-jj/final,final,eepro
True,67,1.0,67,10,0.5,670,335,2026-06-liberty-swing/allstar-jj/prelim,prelim,eepro
True,44,1.0,44,10,0.5,440,220,2026-06-liberty-swing/allstar-jj/semifinal,semifinal,eepro
True,9,1.0,9,7,1.0,63,63,2026-06-liberty-swing/allstar-strictly/final,final,eepro
True,21,1.0,21,7,1.0,147,147,2026-06-liberty-swing/allstar-strictly/prelim,prelim,eepro
True,9,0.5,18,5,1.0,45,45,2026-06-liberty-swing/champion-jj-johnvitational/final,final,eepro
True,39,1.0,39,5,1.0,195,195,2026-06-liberty-swing/champion-jj/prelim,prelim,eepro
True,9,1.0,9,5,0.977778,45,44,2026-06-liberty-swing/champion-strictly/final,final,eepro
True,20,1.0,20,5,1.0,100,100,2026-06-liberty-swing/champion-strictly/prelim,prelim,eepro
True,6,1.0,6,7,0.97619,42,41,2026-06-liberty-swing/classic/final,final,eepro
True,12,0.5,24,7,1.0,84,84,2026-06-liberty-swing/intermediate-jj/final,final,eepro
True,130,1.0,130,10,0.5,1300,650,2026-06-liberty-swing/intermediate-jj/prelim,prelim,eepro
True,54,1.0,54,10,0.5,540,270,2026-06-liberty-swing/intermediate-jj/semifinal,semifinal,eepro
True,10,1.0,10,7,1.0,70,70,2026-06-liberty-swing/intermediate-strictly/final,final,eepro
True,37,1.0,37,7,1.0,259,259,2026-06-liberty-swing/intermediate-strictly/prelim,prelim,eepro
True,10,0.5,20,7,1.0,70,70,2026-06-liberty-swing/jj-jackpot/final,final,eepro
True,46,1.0,46,7,1.0,322,322,2026-06-liberty-swing/jj-jackpot/prelim,prelim,eepro
True,9,0.5,18,7,1.0,63,63,2026-06-liberty-swing/masters-jj/final,final,eepro
True,38,1.0,38,10,0.5,380,190,2026-06-liberty-swing/masters-jj/prelim,prelim,eepro
True,6,0.5,12,7,1.0,42,42,2026-06-liberty-swing/newcomer-jj/final,final,eepro
True,29,1.0,29,10,0.5,290,145,2026-06-liberty-swing/newcomer-jj/prelim,prelim,eepro
True,15,0.5,30,7,1.0,105,105,2026-06-liberty-swing/novice-jj/final,final,eepro
True,193,1.0,193,10,0.5,1930,965,2026-06-liberty-swing/novice-jj/prelim,prelim,eepro
True,114,1.0,114,10,0.5,1140,570,2026-06-liberty-swing/novice-jj/quarterfinal,quarterfinal,eepro
True,60,1.0,60,10,0.5,600,300,2026-06-liberty-swing/novice-jj/semifinal,semifinal,eepro
True,9,1.0,9,7,1.0,63,63,2026-06-liberty-swing/novice-strictly-open/final,final,eepro
True,20,1.0,20,7,1.0,140,140,2026-06-liberty-swing/novice-strictly-open/prelim,prelim,eepro
True,11,1.0,11,7,1.0,77,77,2026-06-liberty-swing/novice-strictly/final,final,eepro
True,31,1.0,31,7,1.0,217,217,2026-06-liberty-swing/novice-strictly/prelim,prelim,eepro
True,6,1.0,6,7,0.97619,42,41,2026-06-liberty-swing/open-pro-am/final,final,eepro
True,10,1.0,10,7,0.942857,70,66,2026-06-liberty-swing/rising-star/final,final,eepro
True,3,1.0,3,7,1.0,21,21,2026-06-liberty-swing/showcase/final,final,eepro
True,11,0.5,22,7,1.0,77,77,2026-06-liberty-swing/sophisticated-jj/final,final,eepro
True,63,1.0,63,10,0.5,630,315,2026-06-liberty-swing/sophisticated-jj/prelim,prelim,eepro
True,6,1.0,6,7,0.97619,42,41,2026-06-liberty-swing/sophisticated-pro-am/final,final,eepro
True,5,0.5,10,5,1.0,25,25,2026-06-orange-blossom/allstar-jj/final,final,eepro
True,6,0.5,12,7,1.0,42,42,2026-06-orange-blossom/intermediate-jj/final,final,eepro
True,28,1.0,28,8,0.5,224,112,2026-06-orange-blossom/intermediate-jj/prelim,prelim,eepro
True,9,1.0,9,5,1.0,45,45,2026-06-orange-blossom/intermediate-strictly/final,final,eepro
True,6,0.545455,11,7,1.0,42,42,2026-06-orange-blossom/masters-jj/final,final,eepro
True,19,1.0,19,8,0.5,152,76,2026-06-orange-blossom/masters-jj/prelim,prelim,eepro
True,3,1.0,3,5,1.0,15,15,2026-06-orange-blossom/masters-strictly-follower-pro-am/final,final,eepro
True,6,0.5,12,7,1.0,42,42,2026-06-orange-blossom/newcomer-jj/final,final,eepro
True,17,1.0,17,8,0.5,136,68,2026-06-orange-blossom/newcomer-jj/prelim,prelim,eepro
True,1,1.0,1,5,1.0,5,5,2026-06-orange-blossom/newcomer-strictly-leader-pro-am/final,final,eepro
True,4,1.0,4,5,1.0,20,20,2026-06-orange-blossom/newcomer-strictly/final,final,eepro
True,13,0.5,26,7,1.0,91,91,2026-06-orange-blossom/novice-jj/final,final,eepro
True,80,1.0,80,8,0.5,640,320,2026-06-orange-blossom/novice-jj/prelim,prelim,eepro
True,40,1.0,40,8,0.5,320,160,2026-06-orange-blossom/novice-jj/semifinal,semifinal,eepro
True,4,1.0,4,5,1.0,20,20,2026-06-orange-blossom/novice-strictly-follower-pro-am/final,final,eepro
True,3,1.0,3,5,1.0,15,15,2026-06-orange-blossom/novice-strictly-leader-pro-am/final,final,eepro
True,7,1.0,7,5,1.0,35,35,2026-06-orange-blossom/novice-strictly/final,final,eepro
True,3,1.0,3,5,1.0,15,15,2026-06-orange-blossom/pro-am-follower-spotlight/final,final,eepro
True,1,1.0,1,5,1.0,5,5,2026-06-orange-blossom/pro-am-leader-spotlight/final,final,eepro
True,5,0.5,10,7,1.0,35,35,2026-06-orange-blossom/sophisticated-jj/final,final,eepro
True,15,1.0,15,8,0.5,120,60,2026-06-orange-blossom/sophisticated-jj/prelim,prelim,eepro
True,10,0.5,20,5,1.0,50,50,2026-06-swingapalooza/advanced-jj/final,final,wdr
True,20,0.487805,41,8,0.6,160,96,2026-06-swingapalooza/advanced-jj/prelim,prelim,wdr
True,12,0.5,24,5,1.0,60,60,2026-06-swingapalooza/advanced-strictly/final,final,wdr
True,9,0.5,18,5,1.0,45,45,2026-06-swingapalooza/allstar-jj/final,final,wdr
True,23,1.0,23,5,1.0,115,115,2026-06-swingapalooza/intermediate-jj-pro-am-followers/final,final,wdr
True,16,1.0,16,5,1.0,80,80,2026-06-swingapalooza/intermediate-jj-pro-am-leaders/final,final,wdr
True,10,0.5,20,5,1.0,50,50,2026-06-swingapalooza/intermediate-jj/final,final,wdr
True,20,0.344828,58,8,0.6,160,96,2026-06-swingapalooza/intermediate-jj/prelim,prelim,wdr
False,0,,0,5,,0,0,2026-06-swingapalooza/intermediate-pro-am-advanced/final,final,wdr
True,12,0.571429,21,5,0.0,60,0,2026-06-swingapalooza/intermediate-strictly-pro-am-followers/final,final,wdr
True,8,0.615385,13,5,0.0,40,0,2026-06-swingapalooza/intermediate-strictly-pro-am-leaders/final,final,wdr
True,9,0.5,18,5,1.0,45,45,2026-06-swingapalooza/intermediate-strictly/final,final,wdr
True,9,0.5625,16,5,1.111111,45,50,2026-06-swingapalooza/intermediate-strictly/prelim,prelim,wdr
True,10,0.5,20,5,1.0,50,50,2026-06-swingapalooza/masters-jj/final,final,wdr
True,20,0.571429,35,8,0.6,160,96,2026-06-swingapalooza/masters-jj/prelim,prelim,wdr
True,8,0.5,16,5,1.0,40,40,2026-06-swingapalooza/masters-strictly/final,final,wdr
True,7,0.5,14,5,1.0,35,35,2026-06-swingapalooza/newcomer-jj/final,final,wdr
True,14,0.608696,23,8,0.714286,112,80,2026-06-swingapalooza/newcomer-jj/prelim,prelim,wdr
True,4,0.5,8,5,1.0,20,20,2026-06-swingapalooza/newcomer-strictly/final,final,wdr
True,42,1.0,42,5,1.0,210,210,2026-06-swingapalooza/novice-jj-pro-am-followers/final,final,wdr
True,18,1.0,18,5,1.0,90,90,2026-06-swingapalooza/novice-jj-pro-am-leaders/final,final,wdr
True,12,0.5,24,5,1.0,60,60,2026-06-swingapalooza/novice-jj/final,final,wdr
True,48,0.516129,93,8,0.5625,384,216,2026-06-swingapalooza/novice-jj/prelim,prelim,wdr
True,24,0.5,48,8,0.583333,192,112,2026-06-swingapalooza/novice-jj/prelim-2,prelim,wdr
True,21,0.617647,34,5,0.0,105,0,2026-06-swingapalooza/novice-strictly-pro-am-followers/final,final,wdr
True,12,0.666667,18,5,0.0,60,0,2026-06-swingapalooza/novice-strictly-pro-am-leaders/final,final,wdr
True,11,0.5,22,5,1.0,55,55,2026-06-swingapalooza/novice-strictly/final,final,wdr
True,11,0.5,22,5,1.090909,55,60,2026-06-swingapalooza/novice-strictly/prelim,prelim,wdr
True,10,0.5,20,5,1.0,50,50,2026-06-swingapalooza/sophisticated-jj/final,final,wdr
True,20,0.47619,42,8,0.6,160,96,2026-06-swingapalooza/sophisticated-jj/prelim,prelim,wdr
True,12,0.5,24,5,1.0,60,60,2026-06-swingapalooza/sophisticated-strictly/final,final,wdr
True,15,0.5,30,5,1.0,75,75,2026-06-swingapalooza/strictly-generational/final,final,wdr
True,15,0.46875,32,5,1.133333,75,85,2026-06-swingapalooza/strictly-generational/prelim,prelim,wdr
True,9,0.5,18,5,1.0,45,45,2026-06-swingapalooza/strictly-pro/final,final,wdr
True,6,0.545455,11,5,1.0,30,30,2026-07-big-apple-dance-festival/advanced-jj/final,final,eepro
True,5,0.5,10,5,1.0,25,25,2026-07-big-apple-dance-festival/intermediate-jj/final,final,eepro
True,30,1.0,30,8,0.5,240,120,2026-07-big-apple-dance-festival/intermediate-jj/prelim,prelim,eepro
True,5,0.5,10,5,1.0,25,25,2026-07-big-apple-dance-festival/masters-jj/final,final,eepro
True,24,1.0,24,8,0.5,192,96,2026-07-big-apple-dance-festival/masters-jj/prelim,prelim,eepro
True,12,0.5,24,5,1.0,60,60,2026-07-big-apple-dance-festival/novice-jj/final,final,eepro
True,76,1.0,76,8,0.5,608,304,2026-07-big-apple-dance-festival/novice-jj/prelim,prelim,eepro
True,50,1.0,50,8,0.5,400,200,2026-07-big-apple-dance-festival/novice-jj/semifinal,semifinal,eepro
True,10,0.588235,17,5,1.0,50,50,2026-07-big-apple-dance-festival/sophisticated-jj/final,final,eepro
True,10,0.5,20,6,1.0,60,60,2026-07-carolina-summer-swing/advanced-jj/final,final,wdr
True,20,0.5,40,9,0.5,180,90,2026-07-carolina-summer-swing/advanced-jj/prelim,prelim,wdr
True,9,0.5,18,7,1.0,63,63,2026-07-carolina-summer-swing/advanced-strictly/final,final,wdr
True,6,0.5,12,7,1.0,42,42,2026-07-carolina-summer-swing/allstar-jj/final,final,wdr
True,12,0.48,25,9,0.583333,108,63,2026-07-carolina-summer-swing/allstar-jj/prelim,prelim,wdr
True,6,0.5,12,6,1.0,36,36,2026-07-carolina-summer-swing/allstar-strictly/final,final,wdr
True,6,0.545455,11,6,1.833333,36,66,2026-07-carolina-summer-swing/allstar-strictly/prelim,prelim,wdr
True,7,0.5,14,7,1.0,49,49,2026-07-carolina-summer-swing/champion-jj/final,final,wdr
True,14,1.0,14,7,1.0,98,98,2026-07-carolina-summer-swing/champion-jj/prelim,prelim,wdr
True,12,0.5,24,7,1.0,84,84,2026-07-carolina-summer-swing/intermediate-jj/final,final,wdr
True,34,0.390805,87,10,0.588235,340,200,2026-07-carolina-summer-swing/intermediate-jj/prelim,prelim,wdr
True,24,0.705882,34,10,0.708333,240,170,2026-07-carolina-summer-swing/intermediate-jj/prelim-2,prelim,wdr
True,11,0.52381,21,7,0.0,77,0,2026-07-carolina-summer-swing/intermediate-strictly-pro-am-followers/final,final,wdr
True,6,0.6,10,6,0.0,36,0,2026-07-carolina-summer-swing/intermediate-strictly-pro-am-leaders/final,final,wdr
True,10,0.5,20,7,1.0,70,70,2026-07-carolina-summer-swing/intermediate-strictly/final,final,wdr
True,10,0.5,20,8,2.0,80,160,2026-07-carolina-summer-swing/intermediate-strictly/prelim,prelim,wdr
True,10,0.5,20,7,1.0,70,70,2026-07-carolina-summer-swing/masters-jj/final,final,wdr
True,20,0.571429,35,9,0.472222,180,85,2026-07-carolina-summer-swing/masters-jj/prelim,prelim,wdr
True,8,0.615385,13,7,0.0,56,0,2026-07-carolina-summer-swing/masters-strictly-pro-am-followers/final,final,wdr
True,2,0.5,4,6,0.0,12,0,2026-07-carolina-summer-swing/masters-strictly-pro-am-leaders/final,final,wdr
True,10,0.5,20,6,1.0,60,60,2026-07-carolina-summer-swing/masters-strictly/final,final,wdr
True,7,0.5,14,7,1.0,49,49,2026-07-carolina-summer-swing/newcomer-jj/final,final,wdr
True,14,0.4,35,10,0.642857,140,90,2026-07-carolina-summer-swing/newcomer-jj/prelim,prelim,wdr
True,24,0.648649,37,7,0.0,168,0,2026-07-carolina-summer-swing/newcomer-strictly-pro-am-novice-followers/final,final,wdr
True,15,0.625,24,6,0.0,90,0,2026-07-carolina-summer-swing/newcomer-strictly-pro-am-novice-leaders/final,final,wdr
True,4,0.5,8,7,1.0,28,28,2026-07-carolina-summer-swing/newcomer-strictly/final,final,wdr
True,15,0.5,30,7,1.0,105,105,2026-07-carolina-summer-swing/novice-jj/final,final,wdr
True,64,0.418301,153,10,0.546875,640,350,2026-07-carolina-summer-swing/novice-jj/prelim,prelim,wdr
True,30,0.46875,64,10,0.533333,300,160,2026-07-carolina-summer-swing/novice-jj/prelim-2,prelim,wdr
True,13,0.5,26,5,1.0,65,65,2026-07-carolina-summer-swing/novice-strictly-switch-role-new-int/final,final,wdr
True,12,0.5,24,7,1.0,84,84,2026-07-carolina-summer-swing/novice-strictly/final,final,wdr
True,12,0.375,32,7,1.166667,84,98,2026-07-carolina-summer-swing/novice-strictly/prelim,prelim,wdr
True,4,0.5,8,5,1.0,20,20,2026-07-carolina-summer-swing/open-strictly-switch-role/final,final,wdr
True,10,0.5,20,7,1.0,70,70,2026-07-carolina-summer-swing/sophisticated-jj/final,final,wdr
True,20,0.526316,38,9,0.472222,180,85,2026-07-carolina-summer-swing/sophisticated-jj/prelim,prelim,wdr
True,12,0.5,24,6,1.0,72,72,2026-07-carolina-summer-swing/sophisticated-strictly/final,final,wdr
True,9,0.5,18,5,1.0,45,45,2026-07-carolina-summer-swing/strictly-generation-gap/final,final,wdr
True,10,0.454545,22,5,1.1,50,55,2026-07-carolina-summer-swing/strictly-generation-gap/prelim,prelim,wdr
True,10,0.5,20,7,1.0,70,70,2026-07-florida-dance-magic/advanced-jj/final,final,wdr
True,20,0.47619,42,8,0.6,160,96,2026-07-florida-dance-magic/advanced-jj/prelim,prelim,wdr
True,7,0.5,14,5,1.0,35,35,2026-07-florida-dance-magic/allstar-jj/final,final,wdr
True,14,0.482759,29,8,0.571429,112,64,2026-07-florida-dance-magic/allstar-jj/prelim,prelim,wdr
True,8,0.5,16,5,1.0,40,40,2026-07-florida-dance-magic/allstar-strictly-champion/final,final,wdr
True,8,0.571429,14,5,1.125,40,45,2026-07-florida-dance-magic/allstar-strictly-champion/prelim,prelim,wdr
True,6,0.5,12,5,1.0,30,30,2026-07-florida-dance-magic/country-advanced-jj-swing/final,final,wdr
True,12,0.571429,21,6,0.541667,72,39,2026-07-florida-dance-magic/country-advanced-jj-swing/prelim,prelim,wdr
True,11,0.5,22,5,1.0,55,55,2026-07-florida-dance-magic/country-intermediate-jj-swing/final,final,wdr
True,22,0.488889,45,6,0.454545,132,60,2026-07-florida-dance-magic/country-intermediate-jj-swing/prelim,prelim,wdr
True,11,0.5,22,5,1.0,55,55,2026-07-florida-dance-magic/country-novice-jj-swing/final,final,wdr
True,22,0.37931,58,6,0.5,132,66,2026-07-florida-dance-magic/country-novice-jj-swing/prelim,prelim,wdr
True,13,0.5,26,5,1.0,65,65,2026-07-florida-dance-magic/country-open-strictly/final,final,wdr
True,13,0.419355,31,5,0.923077,65,60,2026-07-florida-dance-magic/country-open-strictly/prelim,prelim,wdr
True,26,1.0,26,5,1.0,130,130,2026-07-florida-dance-magic/intermediate-jj-pro-am-followers/final,final,wdr
True,12,1.0,12,5,1.0,60,60,2026-07-florida-dance-magic/intermediate-jj-pro-am-leaders/final,final,wdr
True,12,0.5,24,7,1.0,84,84,2026-07-florida-dance-magic/intermediate-jj/final,final,wdr
True,46,0.69697,66,8,0.5,368,184,2026-07-florida-dance-magic/intermediate-jj/prelim,prelim,wdr
True,24,0.521739,46,8,0.5,192,96,2026-07-florida-dance-magic/intermediate-jj/prelim-2,prelim,wdr
True,16,0.615385,26,5,0.0,80,0,2026-07-florida-dance-magic/intermediate-strictly-pro-am-followers/final,final,wdr
True,7,0.636364,11,5,0.0,35,0,2026-07-florida-dance-magic/intermediate-strictly-pro-am-leaders/final,final,wdr
False,0,,0,5,,0,0,2026-07-florida-dance-magic/line-dance-high/final,final,wdr
False,0,,0,5,,0,0,2026-07-florida-dance-magic/line-dance-high/prelim,prelim,wdr
False,0,,0,7,,0,0,2026-07-florida-dance-magic/line-dance-low/final,final,wdr
True,10,0.5,20,7,1.0,70,70,2026-07-florida-dance-magic/masters-jj/final,final,wdr
True,20,0.5,40,8,0.5,160,80,2026-07-florida-dance-magic/masters-jj/prelim,prelim,wdr
True,7,0.5,14,5,1.0,35,35,2026-07-florida-dance-magic/masters-strictly/final,final,wdr
True,10,0.5,20,7,1.0,70,70,2026-07-florida-dance-magic/newcomer-jj/final,final,wdr
True,20,0.434783,46,8,0.5,160,80,2026-07-florida-dance-magic/newcomer-jj/prelim,prelim,wdr
True,9,0.6,15,5,0.0,45,0,2026-07-florida-dance-magic/newcomer-strictly-pro-am-followers/final,final,wdr
True,1,0.5,2,5,0.0,5,0,2026-07-florida-dance-magic/newcomer-strictly-pro-am-leaders/final,final,wdr
True,47,1.0,47,5,1.0,235,235,2026-07-florida-dance-magic/novice-jj-pro-am-followers/final,final,wdr
True,15,1.0,15,5,1.0,75,75,2026-07-florida-dance-magic/novice-jj-pro-am-leaders/final,final,wdr
True,12,0.5,24,7,1.0,84,84,2026-07-florida-dance-magic/novice-jj/final,final,wdr
True,54,0.514286,105,8,0.555556,432,240,2026-07-florida-dance-magic/novice-jj/prelim,prelim,wdr
True,24,0.444444,54,8,0.5,192,96,2026-07-florida-dance-magic/novice-jj/prelim-2,prelim,wdr
