series_id,series_name_raw,event_month,placement_rows,example_wsdc_id
wsdc-49,Spring Fling,1991-05,13,40
wsdc-1,4TH of July Convention,1991-07,1,858
wsdc-28,Las Vegas Swing Expo,1992-01,9,199
wsdc-6,Bay Swingers,1992-02,6,31
wsdc-16,Dancers Fund/Moover & Groover/SwingExpo,1992-03,16,199
wsdc-49,Spring Fling,1992-05,18,134
wsdc-1,4TH of July Convention,1992-07,28,102
wsdc-29,Michigan Swing Dance Champs,1992-08,6,236
wsdc-47,Swingtime in the Rockies,1992-08,20,69
wsdc-15,Dallas D.A.N.C.E.,1992-09,6,13
wsdc-68,US Open Swing Dance Championships,1992-11,11,102
wsdc-28,Las Vegas Swing Expo,1993-01,10,244
wsdc-58,Swing Expo,1993-01,15,93
wsdc-12,Capital Swing Dance Convention,1993-02,39,75
wsdc-6,Bay Swingers,1993-02,1,714
wsdc-60,Swing Jam,1993-04,2,660
wsdc-49,Spring Fling,1993-05,18,84
wsdc-73,World Swing Dance Championships,1993-05,6,5
wsdc-1,4TH of July Convention,1993-07,29,1
wsdc-29,Michigan Swing Dance Champs,1993-08,8,236
wsdc-47,Swingtime in the Rockies,1993-08,18,95
wsdc-15,Dallas D.A.N.C.E.,1993-09,10,332
wsdc-70,Virginia State Open,1993-09,10,195
wsdc-8,Boogie By The Bay,1993-10,20,172
wsdc-68,US Open Swing Dance Championships,1993-11,6,169
wsdc-28,Las Vegas Swing Expo,1994-01,14,239
wsdc-58,Swing Expo,1994-01,16,25
wsdc-62,Monterey SwingFest,1994-01,8,127
wsdc-12,Capital Swing Dance Convention,1994-02,29,103
wsdc-14,Country Boogie,1994-02,38,6
wsdc-6,Bay Swingers,1994-02,9,92
wsdc-18,Seattle's Easter Swing,1994-04,13,177
wsdc-60,Swing Jam,1994-04,3,141
wsdc-20,FreZno Dance Classic,1994-05,18,96
wsdc-49,Spring Fling,1994-05,24,132
wsdc-1,4TH of July Convention,1994-07,34,19
wsdc-52,Summer Dance Festival,1994-07,21,26
wsdc-59,Swing Fling,1994-07,1,1269
wsdc-72,Windy City,1994-07,31,175
wsdc-29,Michigan Swing Dance Champs,1994-08,10,15
wsdc-47,Swingtime in the Rockies,1994-08,18,76
wsdc-15,Dallas D.A.N.C.E.,1994-09,9,13
wsdc-27,Labor Day Swing Dance Festival,1994-09,31,6
wsdc-70,Virginia State Open,1994-09,10,158
wsdc-4,American Swing Dance Championships,1994-10,4,185
wsdc-65,Halloween SwingThing,1994-10,14,131
wsdc-8,Boogie By The Bay,1994-10,21,1
wsdc-68,US Open Swing Dance Championships,1994-11,4,27
wsdc-33,National New Year,1994-12,10,96
wsdc-28,Las Vegas Swing Expo,1995-01,1,239
wsdc-39,New Year's Dance Extravaganza,1995-01,1,1788
wsdc-58,Swing Expo,1995-01,11,194
wsdc-62,Monterey SwingFest,1995-01,11,162
wsdc-12,Capital Swing Dance Convention,1995-02,33,19
wsdc-14,Country Boogie,1995-02,29,24
wsdc-6,Bay Swingers,1995-02,11,208
wsdc-18,Seattle's Easter Swing,1995-04,40,41
wsdc-60,Swing Jam,1995-04,3,126
wsdc-20,FreZno Dance Classic,1995-05,18,6
wsdc-49,Spring Fling,1995-05,40,85
wsdc-67,Americas Classic,1995-05,10,90
wsdc-25,J&J O'Rama,1995-06,25,22
wsdc-1,4TH of July Convention,1995-07,43,20
wsdc-52,Summer Dance Festival,1995-07,40,6
wsdc-59,Swing Fling,1995-07,17,5
wsdc-72,Windy City,1995-07,26,35
wsdc-29,Michigan Swing Dance Champs,1995-08,9,114
wsdc-47,Swingtime in the Rockies,1995-08,19,76
wsdc-15,Dallas D.A.N.C.E.,1995-09,10,97
wsdc-27,Labor Day Swing Dance Festival,1995-09,29,5
wsdc-70,Virginia State Open,1995-09,19,107
wsdc-4,American Swing Dance Championships,1995-10,9,5
wsdc-43,Paradise Country Dance Festival,1995-10,1,711
wsdc-65,Halloween SwingThing,1995-10,18,86
wsdc-7,Boogie & Blues,1995-10,25,102
wsdc-8,Boogie By The Bay,1995-10,21,22
wsdc-35,New England Swing Jam 1,1995-11,20,29
wsdc-68,US Open Swing Dance Championships,1995-11,6,242
wsdc-33,National New Year,1995-12,11,69
wsdc-75,Worlds UCWDC,1995-12,27,6
wsdc-28,Las Vegas Swing Expo,1996-01,12,17
wsdc-58,Swing Expo,1996-01,27,46
wsdc-62,Monterey SwingFest,1996-01,16,117
wsdc-12,Capital Swing Dance Convention,1996-02,61,18
wsdc-14,Country Boogie,1996-02,35,6
wsdc-21,Golden State Classic,1996-04,36,99
wsdc-60,Swing Jam,1996-04,29,144
wsdc-20,FreZno Dance Classic,1996-05,34,142
wsdc-22,USA Grand Nationals,1996-05,14,141
wsdc-46,Rising Star - Dallas,1996-05,31,24
wsdc-49,Spring Fling,1996-05,39,126
wsdc-67,Americas Classic,1996-05,6,106
wsdc-25,J&J O'Rama,1996-06,30,30
wsdc-1,4TH of July Convention,1996-07,51,2
wsdc-17,Desert Swing Dance Club,1996-07,6,218
wsdc-52,Summer Dance Festival,1996-07,45,40
wsdc-59,Swing Fling,1996-07,19,33
wsdc-24,J&J National Championships,1996-08,39,172
wsdc-29,Michigan Swing Dance Champs,1996-08,10,5
wsdc-47,Swingtime in the Rockies,1996-08,39,28
wsdc-57,Swing Challenge,1996-08,22,5
wsdc-15,Dallas D.A.N.C.E.,1996-09,5,332
wsdc-27,Labor Day Swing Dance Festival,1996-09,39,6
wsdc-70,Virginia State Open,1996-09,18,195
wsdc-4,American Swing Dance Championships,1996-10,30,5
wsdc-43,Paradise Country Dance Festival,1996-10,18,16
wsdc-65,Halloween SwingThing,1996-10,12,12
wsdc-7,Boogie & Blues,1996-10,28,67
wsdc-8,Boogie By The Bay,1996-10,53,24
wsdc-35,New England Swing Jam 1,1996-11,14,5
wsdc-68,US Open Swing Dance Championships,1996-11,10,87
wsdc-28,Las Vegas Swing Expo,1997-01,19,46
wsdc-58,Swing Expo,1997-01,17,49
wsdc-62,Monterey SwingFest,1997-01,30,1
wsdc-12,Capital Swing Dance Convention,1997-02,41,61
wsdc-14,Country Boogie,1997-02,39,6
wsdc-13,Chicago Classic,1997-03,41,24
wsdc-9,Boston Tea Party,1997-03,30,5
wsdc-18,Seattle's Easter Swing,1997-04,32,176
wsdc-21,Golden State Classic,1997-04,44,6
wsdc-60,Swing Jam,1997-04,21,24
wsdc-11,California State Championships,1997-05,42,24
wsdc-20,FreZno Dance Classic,1997-05,20,117
wsdc-22,USA Grand Nationals,1997-05,10,73
wsdc-49,Spring Fling,1997-05,64,5
wsdc-67,Americas Classic,1997-05,6,68
wsdc-25,J&J O'Rama,1997-06,38,24
wsdc-44,Portland Dance Festival,1997-06,12,4
wsdc-64,Swinging In The Northland,1997-06,17,111
wsdc-1,4TH of July Convention,1997-07,90,22
wsdc-2,4TH of July Swing Bash,1997-07,4,468
wsdc-52,Summer Dance Festival,1997-07,42,24
wsdc-59,Swing Fling,1997-07,31,51
wsdc-71,Westcoast Swing Dance Championships,1997-07,62,24
wsdc-29,Michigan Swing Dance Champs,1997-08,20,35
wsdc-47,Swingtime in the Rockies,1997-08,56,28
wsdc-48,South Bay CW Dance Festival,1997-08,24,57
wsdc-53,Summer Hummer,1997-08,48,121
wsdc-57,Swing Challenge,1997-08,12,5
wsdc-15,Dallas D.A.N.C.E.,1997-09,8,50
wsdc-27,Labor Day Swing Dance Festival,1997-09,40,6
wsdc-70,Virginia State Open,1997-09,19,114
wsdc-4,American Swing Dance Championships,1997-10,11,54
wsdc-43,Paradise Country Dance Festival,1997-10,18,24
wsdc-45,Rising Star - Chicago,1997-10,34,49
wsdc-65,Halloween SwingThing,1997-10,56,138
wsdc-7,Boogie & Blues,1997-10,43,24
wsdc-8,Boogie By The Bay,1997-10,60,61
wsdc-68,US Open Swing Dance Championships,1997-11,10,455
wsdc-36,New Years Dance Camp,1997-12,18,198
wsdc-28,Las Vegas Swing Expo,1998-01,50,46
wsdc-58,Swing Expo,1998-01,30,46
wsdc-62,Monterey SwingFest,1998-01,58,61
wsdc-12,Capital Swing Dance Convention,1998-02,73,4
wsdc-14,Country Boogie,1998-02,66,19
wsdc-13,Chicago Classic,1998-03,46,76
wsdc-9,Boston Tea Party,1998-03,54,5
wsdc-18,Seattle's Easter Swing,1998-04,66,24
wsdc-21,Golden State Classic,1998-04,30,6
wsdc-40,North Atlantic Swing Dance Championships,1998-04,58,51
wsdc-11,California State Championships,1998-05,62,24
wsdc-20,FreZno Dance Classic,1998-05,69,4
wsdc-22,USA Grand Nationals,1998-05,28,264
wsdc-49,Spring Fling,1998-05,82,46
wsdc-67,Americas Classic,1998-05,45,49
wsdc-25,J&J O'Rama,1998-06,102,46
wsdc-64,Swinging In The Northland,1998-06,18,111
wsdc-1,4TH of July Convention,1998-07,96,2
wsdc-52,Summer Dance Festival,1998-07,74,46
wsdc-59,Swing Fling,1998-07,2,748
wsdc-71,Westcoast Swing Dance Championships,1998-07,55,162
wsdc-29,Michigan Swing Dance Champs,1998-08,16,49
wsdc-47,Swingtime in the Rockies,1998-08,68,76
wsdc-48,South Bay CW Dance Festival,1998-08,18,168
wsdc-5,Bakersfield Swing Bash,1998-08,36,46
wsdc-53,Summer Hummer,1998-08,62,121
wsdc-57,Swing Challenge,1998-08,12,327
wsdc-15,Dallas D.A.N.C.E.,1998-09,42,50
wsdc-34,New England Swing Dance Championships,1998-09,56,136
wsdc-51,Palm Springs Summer Dance Classic,1998-09,70,140
wsdc-55,Sundance Labor Day Swing Dance Festival,1998-09,62,24
wsdc-70,Virginia State Open,1998-09,20,176
wsdc-4,American Swing Dance Championships,1998-10,48,5
wsdc-43,Paradise Country Dance Festival,1998-10,18,198
wsdc-65,Halloween SwingThing,1998-10,30,140
wsdc-7,Boogie & Blues,1998-10,58,46
wsdc-8,Boogie By The Bay,1998-10,46,140
wsdc-36,New Years Dance Camp,1998-12,54,98
wsdc-28,Las Vegas Swing Expo,1999-01,30,46
wsdc-38,New Year's Dance Championships,1999-01,56,24
wsdc-39,New Year's Dance Extravaganza,1999-01,38,178
wsdc-58,Swing Expo,1999-01,30,46
wsdc-62,Monterey SwingFest,1999-01,78,61
wsdc-12,Capital Swing Dance Convention,1999-02,143,24
wsdc-14,Country Boogie,1999-02,22,7
wsdc-26,Jitterbug Jam,1999-02,12,1932
wsdc-9,Boston Tea Party,1999-03,60,273
wsdc-18,Seattle's Easter Swing,1999-04,62,46
wsdc-40,North Atlantic Swing Dance Championships,1999-04,57,211
wsdc-56,Swing Break,1999-04,67,61
wsdc-11,California State Championships,1999-05,24,6
wsdc-20,FreZno Dance Classic,1999-05,95,61
wsdc-22,USA Grand Nationals,1999-05,20,13
wsdc-25,J&J O'Rama,1999-06,86,46
wsdc-44,Portland Dance Festival,1999-06,18,61
wsdc-64,Swinging In The Northland,1999-06,16,1095
wsdc-1,4TH of July Convention,1999-07,102,73
wsdc-52,Summer Dance Festival,1999-07,24,63
wsdc-59,Swing Fling,1999-07,50,87
wsdc-71,Westcoast Swing Dance Championships,1999-07,45,46
wsdc-23,HustleMania,1999-08,38,38
wsdc-29,Michigan Swing Dance Champs,1999-08,20,50
wsdc-53,Summer Hummer,1999-08,71,87
wsdc-66,Swingtime in the Rockies,1999-08,61,21
wsdc-15,Dallas D.A.N.C.E.,1999-09,12,178
wsdc-51,Palm Springs Summer Dance Classic,1999-09,46,180
wsdc-69,Valley DanceFest,1999-09,53,173
wsdc-70,Virginia State Open,1999-09,12,114
wsdc-43,Paradise Country Dance Festival,1999-10,54,24
wsdc-45,Rising Star - Chicago,1999-10,46,170
wsdc-65,Halloween SwingThing,1999-10,35,311
wsdc-7,Boogie & Blues,1999-10,40,46
wsdc-8,Boogie By The Bay,1999-10,54,102
wsdc-31,Mountain Magic,1999-11,26,139
wsdc-63,Swingin' New England Dance Festival,1999-11,60,136
wsdc-36,New Years Dance Camp,1999-12,39,98
wsdc-28,Las Vegas Swing Expo,2000-01,36,46
wsdc-38,New Year's Dance Championships,2000-01,58,102
wsdc-39,New Year's Dance Extravaganza,2000-01,101,192
wsdc-58,Swing Expo,2000-01,64,46
wsdc-62,Monterey SwingFest,2000-01,60,4
wsdc-12,Capital Swing Dance Convention,2000-02,107,17
wsdc-9,Boston Tea Party,2000-03,70,192
wsdc-18,Seattle's Easter Swing,2000-04,54,78
wsdc-40,North Atlantic Swing Dance Championships,2000-04,68,61
wsdc-56,Swing Break,2000-04,77,102
wsdc-19,Eastern/Washington Dance Challenge,2000-05,47,421
wsdc-20,FreZno Dance Classic,2000-05,50,273
wsdc-22,USA Grand Nationals,2000-05,32,176
wsdc-67,Americas Classic,2000-05,30,68
wsdc-25,J&J O'Rama,2000-06,90,46
wsdc-1,4TH of July Convention,2000-07,102,46
wsdc-52,Summer Dance Festival,2000-07,62,178
wsdc-59,Swing Fling,2000-07,81,38
wsdc-71,Westcoast Swing Dance Championships,2000-07,55,46
wsdc-29,Michigan Swing Dance Champs,2000-08,20,50
wsdc-53,Summer Hummer,2000-08,80,87
wsdc-66,Swingtime in the Rockies,2000-08,68,55
wsdc-15,Dallas D.A.N.C.E.,2000-09,52,50
wsdc-70,Virginia State Open,2000-09,20,114
wsdc-3,American Lindy Hop Championships,2000-10,37,1308
wsdc-41,Northwest Regional,2000-10,39,242
wsdc-45,Rising Star - Chicago,2000-10,74,103
wsdc-65,Halloween SwingThing,2000-10,50,178
wsdc-7,Boogie & Blues,2000-10,63,98
wsdc-8,Boogie By The Bay,2000-10,69,102
wsdc-31,Mountain Magic,2000-11,26,143
wsdc-63,Swingin' New England Dance Festival,2000-11,60,87
wsdc-68,US Open Swing Dance Championships,2000-11,20,50
wsdc-36,New Years Dance Camp,2000-12,59,98
wsdc-39,New Year's Dance Extravaganza,2001-01,158,61
wsdc-58,Swing Expo,2001-01,64,46
wsdc-62,Monterey SwingFest,2001-01,42,178
wsdc-12,Capital Swing Dance Convention,2001-02,132,50
wsdc-16,Dancers Fund/Moover & Groover/SwingExpo,2001-03,57,46
wsdc-9,Boston Tea Party,2001-03,74,33
wsdc-18,Seattle's Easter Swing,2001-04,81,102
wsdc-40,North Atlantic Swing Dance Championships,2001-04,68,87
wsdc-20,FreZno Dance Classic,2001-05,58,61
wsdc-22,USA Grand Nationals,2001-05,38,231
wsdc-67,Americas Classic,2001-05,38,117
wsdc-73,World Swing Dance Championships,2001-05,54,46
wsdc-25,J&J O'Rama,2001-06,64,180
wsdc-1,4TH of July Convention,2001-07,110,46
wsdc-32,National Jitterbug Championships,2001-07,36,1938
wsdc-52,Summer Dance Festival,2001-07,66,6
wsdc-59,Swing Fling,2001-07,88,87
wsdc-29,Michigan Swing Dance Champs,2001-08,28,50
wsdc-47,Swingtime in the Rockies,2001-08,72,76
wsdc-48,South Bay CW Dance Festival,2001-08,54,168
wsdc-53,Summer Hummer,2001-08,94,192
wsdc-10,Bridgetown Swing Boogie,2001-09,56,102
wsdc-15,Dallas D.A.N.C.E.,2001-09,50,50
wsdc-34,New England Swing Dance Championships,2001-09,32,192
wsdc-54,Summer Swing Jam,2001-09,24,630
wsdc-70,Virginia State Open,2001-09,44,114
wsdc-3,American Lindy Hop Championships,2001-10,11,1987
wsdc-65,Halloween SwingThing,2001-10,70,46
wsdc-7,Boogie & Blues,2001-10,62,185
wsdc-8,Boogie By The Bay,2001-10,86,88
wsdc-31,Mountain Magic,2001-11,58,66
wsdc-63,Swingin' New England Dance Festival,2001-11,52,61
wsdc-37,New Year's Dance Camp,2001-12,77,132
wsdc-42,Floorplay New Years Swing Vacation,2001-12,40,807
wsdc-39,New Year's Dance Extravaganza,2002-01,90,999
wsdc-58,Swing Expo,2002-01,60,46
wsdc-61,SwingDiego,2002-01,86,46
wsdc-62,Monterey SwingFest,2002-01,68,242
wsdc-12,Capital Swing Dance Convention,2002-02,144,87
wsdc-30,Mid USA Jack & Jill,2002-03,20,175
wsdc-50,St. Patrick's Day Swing,2002-03,86,178
wsdc-9,Boston Tea Party,2002-03,100,170
wsdc-18,Seattle's Easter Swing,2002-04,68,170
wsdc-40,North Atlantic Swing Dance Championships,2002-04,78,61
wsdc-19,Eastern/Washington Dance Challenge,2002-05,60,236
wsdc-20,FreZno Dance Classic,2002-05,144,46
wsdc-22,USA Grand Nationals,2002-05,20,320
wsdc-67,Americas Classic,2002-05,72,50
wsdc-73,World Swing Dance Championships,2002-05,54,46
wsdc-25,J&J O'Rama,2002-06,68,46
wsdc-1,4TH of July Convention,2002-07,124,33
wsdc-32,National Jitterbug Championships,2002-07,40,1935
wsdc-52,Summer Dance Festival,2002-07,56,259
wsdc-59,Swing Fling,2002-07,81,61
wsdc-76,Michigan Dance Classic,2002-07,31,50
wsdc-48,South Bay CW Dance Festival,2002-08,52,578
wsdc-53,Summer Hummer,2002-08,71,87
wsdc-66,Swingtime in the Rockies,2002-08,89,68
wsdc-77,Arizona Dance Classic,2002-08,16,6
wsdc-10,Bridgetown Swing Boogie,2002-09,58,102
wsdc-15,Dallas D.A.N.C.E.,2002-09,46,50
wsdc-51,Palm Springs Summer Dance Classic,2002-09,38,102
wsdc-54,Summer Swing Jam,2002-09,30,873
wsdc-70,Virginia State Open,2002-09,54,33
wsdc-78,Mid-American Dance Championships,2002-09,52,69
wsdc-79,Sea to Sky,2002-09,46,273
wsdc-41,Northwest Regional,2002-10,46,102
wsdc-65,Halloween SwingThing,2002-10,56,211
wsdc-7,Boogie & Blues,2002-10,47,46
wsdc-8,Boogie By The Bay,2002-10,80,87
wsdc-81,Nashville Swing & Shag Dance Classic,2002-10,46,125
wsdc-31,Mountain Magic,2002-11,65,20
wsdc-63,Swingin' New England Dance Festival,2002-11,96,136
wsdc-80,Twin City Swing Challenge,2002-11,30,77
wsdc-37,New Year's Dance Camp,2002-12,70,67
wsdc-39,New Year's Dance Extravaganza,2003-01,77,266
wsdc-58,Swing Expo,2003-01,66,111
wsdc-61,SwingDiego,2003-01,80,46
wsdc-62,Monterey SwingFest,2003-01,60,242
wsdc-12,Capital Swing Dance Convention,2003-02,127,61
wsdc-82,Motor City Jam,2003-02,22,1141
wsdc-30,Mid USA Jack & Jill,2003-03,18,327
wsdc-50,St. Patrick's Day Swing,2003-03,75,260
wsdc-9,Boston Tea Party,2003-03,92,87
wsdc-18,Seattle's Easter Swing,2003-04,79,76
wsdc-40,North Atlantic Swing Dance Championships,2003-04,20,1385
wsdc-90,Chicago Dance Challenge,2003-04,43,517
wsdc-19,Eastern/Washington Dance Challenge,2003-05,62,178
wsdc-20,FreZno Dance Classic,2003-05,100,143
wsdc-22,USA Grand Nationals,2003-05,20,858
wsdc-67,Americas Classic,2003-05,50,216
wsdc-73,World Swing Dance Championships,2003-05,27,770
wsdc-83,Spring Swing,2003-05,34,327
wsdc-25,J&J O'Rama,2003-06,64,46
wsdc-85,Indy Swing Classic,2003-06,40,327
wsdc-1,4TH of July Convention,2003-07,110,2
wsdc-32,National Jitterbug Championships,2003-07,20,1936
wsdc-52,Summer Dance Festival,2003-07,52,7
wsdc-59,Swing Fling,2003-07,77,33
wsdc-84,Wisconsin Dance Challenge/Midwest Area Swing Dance Challenge,2003-07,60,320
wsdc-86,World Hustle Dance Championships,2003-07,33,566
wsdc-29,Michigan Swing Dance Champs,2003-08,16,77
wsdc-48,South Bay CW Dance Festival,2003-08,40,548
wsdc-53,Summer Hummer,2003-08,75,170
wsdc-66,Swingtime in the Rockies,2003-08,77,77
wsdc-10,Bridgetown Swing Boogie,2003-09,48,87
wsdc-15,Dallas D.A.N.C.E.,2003-09,64,50
wsdc-51,Palm Springs Summer Dance Classic,2003-09,55,7
wsdc-70,Virginia State Open,2003-09,53,114
wsdc-78,Mid-American Dance Championships,2003-09,57,320
wsdc-79,Sea to Sky,2003-09,30,1478
wsdc-3,American Lindy Hop Championships,2003-10,49,1745
wsdc-65,Halloween SwingThing,2003-10,70,188
wsdc-7,Boogie & Blues,2003-10,76,46
wsdc-8,Boogie By The Bay,2003-10,90,61
wsdc-81,Nashville Swing & Shag Dance Classic,2003-10,134,50
wsdc-89,Monster Mash,2003-10,58,340
wsdc-31,Mountain Magic,2003-11,60,69
wsdc-63,Swingin' New England Dance Festival,2003-11,62,168
wsdc-80,Twin City Swing Challenge,2003-11,38,111
wsdc-87,C.A.S.H. Bash Weekend,2003-11,40,566
wsdc-88,KC Swing Challenge and Heartland Dance Festival,2003-11,54,50
wsdc-37,New Year's Dance Camp,2003-12,71,190
wsdc-101,New Years Swing & Salsa Ball,2004-01,10,178
wsdc-28,Las Vegas Swing Expo,2004-01,30,122
wsdc-39,New Year's Dance Extravaganza,2004-01,72,709
wsdc-61,SwingDiego,2004-01,92,46
wsdc-62,Monterey SwingFest,2004-01,64,242
wsdc-12,Capital Swing Dance Convention,2004-02,154,102
wsdc-82,Motor City Jam,2004-02,12,1754
wsdc-9,Boston Tea Party,2004-03,111,87
wsdc-91,Reno Dance Sensation,2004-03,105,77
wsdc-92,Mid-Atlantic Dance Jam,2004-03,49,1124
wsdc-18,Seattle's Easter Swing,2004-04,86,102
wsdc-40,North Atlantic Swing Dance Championships,2004-04,29,1095
wsdc-19,Eastern/Washington Dance Challenge,2004-05,60,180
wsdc-20,FreZno Dance Classic,2004-05,93,7
wsdc-22,USA Grand Nationals,2004-05,20,1194
wsdc-67,Americas Classic,2004-05,78,87
wsdc-73,World Swing Dance Championships,2004-05,27,114
wsdc-93,Champion's Weekend (MD),2004-05,12,2122
wsdc-25,J&J O'Rama,2004-06,84,7
wsdc-85,Indy Swing Classic,2004-06,39,51
wsdc-94,American Open,2004-06,10,3733
wsdc-95,Swing Niagara Dance Championships,2004-06,51,1127
wsdc-96,Liberty Swing Dance Championships,2004-06,58,87
wsdc-1,4TH of July Convention,2004-07,109,46
wsdc-32,National Jitterbug Championships,2004-07,40,1936
wsdc-59,Swing Fling,2004-07,70,170
wsdc-76,Michigan Dance Classic,2004-07,70,170
wsdc-84,Wisconsin Dance Challenge/Midwest Area Swing Dance Challenge,2004-07,58,320
wsdc-86,World Hustle Dance Championships,2004-07,17,1281
wsdc-97,Grand Prix of Swing,2004-07,20,1564
wsdc-48,South Bay CW Dance Festival,2004-08,40,6
wsdc-53,Summer Hummer,2004-08,54,999
wsdc-66,Swingtime in the Rockies,2004-08,67,77
wsdc-77,Arizona Dance Classic,2004-08,28,853
wsdc-98,Pacific Rim Dance Classic,2004-08,28,454
wsdc-99,Chicagoland,2004-08,28,320
wsdc-10,Bridgetown Swing Boogie,2004-09,65,77
wsdc-100,New Mexico Dance Fiesta,2004-09,20,168
wsdc-15,Dallas D.A.N.C.E.,2004-09,48,160
wsdc-51,Palm Springs Summer Dance Classic,2004-09,77,7
wsdc-78,Mid-American Dance Championships,2004-09,54,320
wsdc-65,Halloween SwingThing,2004-10,75,211
wsdc-8,Boogie By The Bay,2004-10,128,61
wsdc-81,Nashville Swing & Shag Dance Classic,2004-10,66,178
wsdc-89,Monster Mash,2004-10,51,242
wsdc-31,Mountain Magic,2004-11,58,193
wsdc-63,Swingin' New England Dance Festival,2004-11,115,87
wsdc-80,Twin City Swing Challenge,2004-11,53,77
wsdc-87,C.A.S.H. Bash Weekend,2004-11,39,327
wsdc-37,New Year's Dance Camp,2004-12,83,165
wsdc-75,Worlds UCWDC,2004-12,79,284
wsdc-102,Dance America Seattle,2005-01,30,236
wsdc-39,New Year's Dance Extravaganza,2005-01,80,1141
wsdc-61,SwingDiego,2005-01,102,178
wsdc-62,Monterey SwingFest,2005-01,68,272
wsdc-103,Xanadu - Midwinter Dance Celebration,2005-02,36,67
wsdc-12,Capital Swing Dance Convention,2005-02,136,103
wsdc-82,Motor City Jam,2005-02,10,1754
wsdc-9,Boston Tea Party,2005-03,111,178
wsdc-91,Reno Dance Sensation,2005-03,108,242
wsdc-92,Mid-Atlantic Dance Jam,2005-03,64,242
wsdc-104,Los Angeles Premiere Dance Classic,2005-04,60,7
wsdc-106,Phoenix Dance Festival,2005-04,27,83
wsdc-107,Motown Dance Championships,2005-04,50,320
wsdc-18,Seattle's Easter Swing,2005-04,78,178
wsdc-105,Canadian Swing Championships,2005-05,12,3133
wsdc-108,Vancouver Vibrations,2005-05,12,3558
wsdc-19,Eastern/Washington Dance Challenge,2005-05,37,1751
wsdc-20,FreZno Dance Classic,2005-05,90,184
wsdc-22,USA Grand Nationals,2005-05,20,1572
wsdc-67,Americas Classic,2005-05,60,216
wsdc-73,World Swing Dance Championships,2005-05,51,7
wsdc-93,Champion's Weekend (MD),2005-05,20,1751
wsdc-109,Colorado Country Classic,2005-06,28,1196
wsdc-25,J&J O'Rama,2005-06,92,173
wsdc-44,Portland Dance Festival,2005-06,30,2288
wsdc-85,Indy Swing Classic,2005-06,54,216
wsdc-95,Swing Niagara Dance Championships,2005-06,68,87
wsdc-96,Liberty Swing Dance Championships,2005-06,67,37
wsdc-1,4TH of July Convention,2005-07,110,103
wsdc-110,Brandin' Iron Dance Festival,2005-07,20,1513
wsdc-59,Swing Fling,2005-07,80,170
wsdc-76,Michigan Dance Classic,2005-07,56,87
wsdc-84,Wisconsin Dance Challenge/Midwest Area Swing Dance Challenge,2005-07,58,175
wsdc-86,World Hustle Dance Championships,2005-07,10,3880
wsdc-97,Grand Prix of Swing,2005-07,28,50
wsdc-111,MadMAC,2005-08,50,320
wsdc-47,Swingtime in the Rockies,2005-08,90,69
wsdc-48,South Bay CW Dance Festival,2005-08,56,421
wsdc-53,Summer Hummer,2005-08,88,102
wsdc-77,Arizona Dance Classic,2005-08,50,165
wsdc-99,Chicagoland,2005-08,30,175
wsdc-10,Bridgetown Swing Boogie,2005-09,61,102
wsdc-100,New Mexico Dance Fiesta,2005-09,20,2085
wsdc-15,Dallas D.A.N.C.E.,2005-09,74,50
wsdc-51,Palm Springs Summer Dance Classic,2005-09,82,242
wsdc-70,Virginia State Open,2005-09,34,438
wsdc-112,US National Dance Championships,2005-10,20,2716
wsdc-43,Paradise Country Dance Festival,2005-10,22,999
wsdc-65,Halloween SwingThing,2005-10,68,211
wsdc-8,Boogie By The Bay,2005-10,130,77
wsdc-81,Nashville Swing & Shag Dance Classic,2005-10,59,49
wsdc-89,Monster Mash,2005-10,49,176
wsdc-113,Dallas Dance Festival,2005-11,29,59
wsdc-31,Mountain Magic,2005-11,56,142
wsdc-63,Swingin' New England Dance Festival,2005-11,139,136
wsdc-68,US Open Swing Dance Championships,2005-11,24,260
wsdc-80,Twin City Swing Challenge,2005-11,63,111
wsdc-87,C.A.S.H. Bash Weekend,2005-11,42,175
wsdc-37,New Year's Dance Camp,2005-12,96,144
wsdc-75,Worlds UCWDC,2005-12,60,168
wsdc-39,New Year's Dance Extravaganza,2006-01,65,999
wsdc-61,SwingDiego,2006-01,98,178
wsdc-62,Monterey SwingFest,2006-01,90,178
wsdc-115,Da Dance Camp,2006-02,35,1277
wsdc-12,Capital Swing Dance Convention,2006-02,133,136
wsdc-82,Motor City Jam,2006-02,10,4074
wsdc-114,British Columbia Dance Challenge,2006-03,43,1005
wsdc-9,Boston Tea Party,2006-03,87,976
wsdc-91,Reno Dance Sensation,2006-03,115,242
wsdc-92,Mid-Atlantic Dance Jam,2006-03,101,96
wsdc-104,Los Angeles Premiere Dance Classic,2006-04,70,242
wsdc-106,Phoenix Dance Festival,2006-04,28,83
wsdc-107,Motown Dance Championships,2006-04,46,136
wsdc-116,Calgary Dance Stampede,2006-04,10,5000
wsdc-18,Seattle's Easter Swing,2006-04,100,176
wsdc-105,Canadian Swing Championships,2006-05,6,2179
wsdc-108,Vancouver Vibrations,2006-05,10,1981
wsdc-121,The Texas Classic,2006-05,25,2514
wsdc-19,Eastern/Washington Dance Challenge,2006-05,49,998
wsdc-20,FreZno Dance Classic,2006-05,90,214
wsdc-22,USA Grand Nationals,2006-05,32,320
wsdc-67,Americas Classic,2006-05,60,50
