series_id,series_name_raw,event_month,placement_rows,example_wsdc_id
wsdc-179,New Zealand Open Swing Dance Championships,2012-10,30,2927
wsdc-180,Australian Open Swing Dance Championships,2012-10,42,5456
wsdc-192,Swing Generation,2012-10,68,6677
wsdc-193,Warsaw Swing,2012-10,44,7053
wsdc-43,Paradise Country Dance Festival,2012-10,55,165
wsdc-65,Halloween SwingThing,2012-10,92,102
wsdc-8,Boogie By The Bay,2012-10,139,102
wsdc-137,Tampa Bay Classic,2012-11,90,50
wsdc-166,London SWINGvitational,2012-11,52,5457
wsdc-181,DC Swing eXperience,2012-11,100,242
wsdc-194,Moscow Westie Dance Fest,2012-11,66,320
wsdc-31,Mountain Magic,2012-11,75,260
wsdc-63,Swingin' New England Dance Festival,2012-11,89,178
wsdc-68,US Open Swing Dance Championships,2012-11,78,2008
wsdc-79,Sea to Sky,2012-11,85,439
wsdc-87,C.A.S.H. Bash Weekend,2012-11,69,320
wsdc-126,Chico Dance Sensation,2012-12,97,1047
wsdc-141,Spotlight Dance Challenge,2013-01,95,50
wsdc-167,Best of the Best,2013-01,47,7120
wsdc-183,Freedom Swing Dance Challenge,2013-01,82,1172
wsdc-184,BudaFest Open WCS Championships,2013-01,89,4552
wsdc-195,Palm Springs New Years Swing Dance Classic,2013-01,114,231
wsdc-196,SwingCouver,2013-01,59,719
wsdc-39,New Year's Dance Extravaganza,2013-01,69,1759
wsdc-42,Floorplay New Years Swing Vacation,2013-01,60,3070
wsdc-62,Monterey SwingFest,2013-01,100,124
wsdc-67,Americas Classic,2013-01,102,50
wsdc-75,Worlds UCWDC,2013-01,45,548
wsdc-12,Capital Swing Dance Convention,2013-02,164,61
wsdc-168,Scottish WCS Dance Championships,2013-02,30,7524
wsdc-169,Dance Camp Chicago,2013-02,54,432
wsdc-132,Tulsa Spring Swing,2013-03,78,50
wsdc-142,The Chicago Classic,2013-03,140,50
wsdc-143,High Desert Dance Classic,2013-03,63,61
wsdc-153,Novice Invitational,2013-03,45,3193
wsdc-170,Russian Open WCS Championships,2013-03,59,6863
wsdc-18,Seattle's Easter Swing,2013-03,103,124
wsdc-186,West In Lyon,2013-03,81,6274
wsdc-197,5280 Swing Dance Championships,2013-03,89,850
wsdc-9,Boston Tea Party,2013-03,97,1629
wsdc-92,Mid-Atlantic Dance Jam,2013-03,145,211
wsdc-134,Swing Dance America,2013-04,101,976
wsdc-172,International Hustle & Salsa Congress,2013-04,43,2495
wsdc-187,City of Angels,2013-04,106,50
wsdc-198,UK & European WCS Championships,2013-04,70,6274
wsdc-199,San Francisco Dance Sensation,2013-04,88,1123
wsdc-200,Austin Swing Dance Championships,2013-04,78,216
wsdc-201,MidAtlantic Dance Classic,2013-04,35,1492
wsdc-202,Asian WCS Open Swingvitation,2013-04,40,7269
wsdc-203,Detonation Dance ,2013-04,50,2514
wsdc-105,Canadian Swing Championships,2013-05,24,6016
wsdc-121,The Texas Classic,2013-05,33,3253
wsdc-144,Swingin' Into Spring,2013-05,78,2726
wsdc-162,Swingapalooza,2013-05,44,50
wsdc-163,DFW Pro Am Jam,2013-05,65,178
wsdc-174,Swingsation,2013-05,65,4233
wsdc-175,French Open West Coast Swing,2013-05,101,2008
wsdc-185,Sweetheart Swing Classic,2013-05,53,50
wsdc-20,FreZno Dance Classic,2013-05,99,61
wsdc-204,Spring Swing,2013-05,39,7532
wsdc-205,SOswing,2013-05,74,440
wsdc-22,USA Grand Nationals,2013-05,67,2577
wsdc-61,SwingDiego,2013-05,112,147
wsdc-109,Colorado Country Classic,2013-06,72,260
wsdc-117,Orange Blossom Dance Festival,2013-06,57,5226
wsdc-188,NSW West Coast Swing Dance Championships,2013-06,40,5456
wsdc-206,Hungarian Open,2013-06,52,6826
wsdc-207,Dance N Play,2013-06,44,2615
wsdc-25,J&J O'Rama,2013-06,87,147
wsdc-76,Michigan Dance Classic,2013-06,111,237
wsdc-96,Liberty Swing Dance Championships,2013-06,131,242
wsdc-1,4TH of July Convention,2013-07,110,147
wsdc-147,Toronto Open Swing & Hustle Championships,2013-07,55,236
wsdc-148,New Orleans Dance Mardi Gras,2013-07,60,3760
wsdc-149,Florida Dance Magic,2013-07,65,439
wsdc-208,WCS@IDB,2013-07,44,2380
wsdc-209,SinCity Swing,2013-07,81,220
wsdc-44,Portland Dance Festival,2013-07,65,797
wsdc-47,Swingtime in the Rockies,2013-07,109,50
wsdc-119,Chicagoland Dance Festival,2013-08,69,1952
wsdc-120,Lone Star Invitational,2013-08,39,2587
wsdc-157,New England Dance Festival,2013-08,46,496
wsdc-159,World Swing Masters,2013-08,39,5457
wsdc-164,Sea Sun and Swing,2013-08,80,6826
wsdc-51,Palm Springs Summer Dance Classic,2013-08,126,242
wsdc-53,Summer Hummer,2013-08,116,242
wsdc-59,Swing Fling,2013-08,110,237
wsdc-77,Arizona Dance Classic,2013-08,23,4874
wsdc-10,Bridgetown Swing Boogie,2013-09,77,1567
wsdc-100,New Mexico Dance Fiesta,2013-09,40,1194
wsdc-131,Meet Me In St Louis,2013-09,90,50
wsdc-135,Desert City Swing,2013-09,114,173
wsdc-15,Dallas D.A.N.C.E.,2013-09,94,50
wsdc-165,Midland Swing Open,2013-09,70,4552
wsdc-177,River City Swing,2013-09,89,2727
wsdc-190,Vermont Swing Dance Championships,2013-09,70,1385
wsdc-191,Sunny Side Dance Camp,2013-09,50,7533
wsdc-48,South Bay CW Dance Festival,2013-09,89,816
wsdc-125,Swing City Chicago,2013-10,113,320
wsdc-178,Montreal WCS Fest,2013-10,68,136
wsdc-179,New Zealand Open Swing Dance Championships,2013-10,30,7225
wsdc-180,Australian Open Swing Dance Championships,2013-10,56,4110
wsdc-192,Swing Generation,2013-10,69,6605
wsdc-193,Warsaw Swing,2013-10,45,8180
wsdc-210,Korean Open Swing Dance Championships,2013-10,40,2986
wsdc-211,Atlanta Swing Classic,2013-10,86,50
wsdc-43,Paradise Country Dance Festival,2013-10,70,144
wsdc-65,Halloween SwingThing,2013-10,100,144
wsdc-8,Boogie By The Bay,2013-10,122,211
wsdc-137,Tampa Bay Classic,2013-11,107,242
wsdc-166,London SWINGvitational,2013-11,68,6382
wsdc-181,DC Swing eXperience,2013-11,91,242
wsdc-194,Moscow Westie Dance Fest,2013-11,74,1420
wsdc-31,Mountain Magic,2013-11,62,260
wsdc-63,Swingin' New England Dance Festival,2013-11,85,178
wsdc-79,Sea to Sky,2013-11,92,440
wsdc-141,Spotlight Dance Challenge,2013-12,103,50
wsdc-212,The After Party,2013-12,86,1567
wsdc-213,Swingtimate,2013-12,54,5456
wsdc-39,New Year's Dance Extravaganza,2013-12,58,1759
wsdc-42,Floorplay New Years Swing Vacation,2013-12,45,3546
wsdc-68,US Open Swing Dance Championships,2013-12,109,147
wsdc-87,C.A.S.H. Bash Weekend,2013-12,83,1420
wsdc-183,Freedom Swing Dance Challenge,2014-01,107,284
wsdc-184,BudaFest Open WCS Championships,2014-01,82,6511
wsdc-195,Palm Springs New Years Swing Dance Classic,2014-01,128,231
wsdc-196,SwingCouver,2014-01,82,211
wsdc-214,New Year's Swing Fling,2014-01,80,5629
wsdc-62,Monterey SwingFest,2014-01,113,142
wsdc-67,Americas Classic,2014-01,91,50
wsdc-75,Worlds UCWDC,2014-01,35,1839
wsdc-12,Capital Swing Dance Convention,2014-02,135,124
wsdc-167,Best of the Best,2014-02,50,8052
wsdc-168,Scottish WCS Dance Championships,2014-02,52,6070
wsdc-185,Sweetheart Swing Classic,2014-02,64,237
wsdc-197,5280 Swing Dance Championships,2014-02,91,903
wsdc-215,Swing & Snow,2014-02,62,6511
wsdc-142,The Chicago Classic,2014-03,125,50
wsdc-143,High Desert Dance Classic,2014-03,65,255
wsdc-153,Novice Invitational,2014-03,59,3193
wsdc-169,Dance Camp Chicago,2014-03,54,6079
wsdc-170,Russian Open WCS Championships,2014-03,60,6775
wsdc-186,West In Lyon,2014-03,85,6826
wsdc-216,The Brazilian Open Championships,2014-03,38,8394
wsdc-9,Boston Tea Party,2014-03,94,496
wsdc-92,Mid-Atlantic Dance Jam,2014-03,150,211
wsdc-132,Tulsa Spring Swing,2014-04,53,797
wsdc-134,Swing Dance America,2014-04,85,320
wsdc-18,Seattle's Easter Swing,2014-04,125,242
wsdc-187,City of Angels,2014-04,114,147
wsdc-198,UK & European WCS Championships,2014-04,90,6271
wsdc-200,Austin Swing Dance Championships,2014-04,97,216
wsdc-203,Detonation Dance ,2014-04,50,6274
wsdc-217,San Diego Dance Festival,2014-04,55,61
wsdc-218,Asia West Coast Swing Open,2014-04,63,6179
wsdc-219,KIWI Fest,2014-04,40,8185
wsdc-105,Canadian Swing Championships,2014-05,40,2515
wsdc-121,The Texas Classic,2014-05,41,3193
wsdc-144,Swingin' Into Spring,2014-05,75,2111
wsdc-162,Swingapalooza,2014-05,65,50
wsdc-163,DFW Pro Am Jam,2014-05,49,4195
wsdc-172,International Hustle & Salsa Congress,2014-05,19,4297
wsdc-174,Swingsation,2014-05,60,6436
wsdc-20,FreZno Dance Classic,2014-05,81,142
wsdc-201,MidAtlantic Dance Classic,2014-05,40,1492
wsdc-204,Spring Swing,2014-05,60,7058
wsdc-205,SOswing,2014-05,84,440
wsdc-206,Hungarian Open,2014-05,70,6271
wsdc-22,USA Grand Nationals,2014-05,84,2256
wsdc-220,D-Townswing,2014-05,40,8220
wsdc-221,Show-Me Showdown,2014-05,38,5272
wsdc-61,SwingDiego,2014-05,110,147
wsdc-109,Colorado Country Classic,2014-06,52,260
wsdc-117,Orange Blossom Dance Festival,2014-06,65,3070
wsdc-175,French Open West Coast Swing,2014-06,103,6271
wsdc-188,NSW West Coast Swing Dance Championships,2014-06,53,5456
wsdc-207,Dance N Play,2014-06,64,2363
wsdc-222,Baltic Swing,2014-06,73,7178
wsdc-223,Slingshot Swing,2014-06,40,8540
wsdc-224,Midwest Westie Fest,2014-06,82,272
wsdc-25,J&J O'Rama,2014-06,100,147
wsdc-76,Michigan Dance Classic,2014-06,118,50
wsdc-96,Liberty Swing Dance Championships,2014-06,139,242
wsdc-1,4TH of July Convention,2014-07,107,144
wsdc-147,Toronto Open Swing & Hustle Championships,2014-07,54,496
wsdc-148,New Orleans Dance Mardi Gras,2014-07,82,2742
wsdc-149,Florida Dance Magic,2014-07,59,1391
wsdc-156,Big Apple Dance Festival,2014-07,30,1492
wsdc-209,SinCity Swing,2014-07,104,560
wsdc-225,Wild Wild Westie,2014-07,60,237
wsdc-226,Ft. Lauderdale Swing & Shag Beach Bash,2014-07,43,50
wsdc-44,Portland Dance Festival,2014-07,65,1956
wsdc-66,Swingtime in the Rockies,2014-07,90,50
wsdc-119,Chicagoland Dance Festival,2014-08,69,320
wsdc-120,Lone Star Invitational,2014-08,59,1898
wsdc-157,New England Dance Festival,2014-08,52,496
wsdc-159,World Swing Masters,2014-08,30,5629
wsdc-164,Sea Sun and Swing,2014-08,78,6284
wsdc-177,River City Swing,2014-08,110,178
wsdc-227,Swingtacular,2014-08,90,147
wsdc-228,Summer Swing Classic,2014-08,63,1739
wsdc-229,Scandinavian Open,2014-08,47,8185
wsdc-48,South Bay CW Dance Festival,2014-08,83,173
wsdc-51,Palm Springs Summer Dance Classic,2014-08,108,231
wsdc-53,Summer Hummer,2014-08,112,311
wsdc-59,Swing Fling,2014-08,115,596
wsdc-77,Arizona Dance Classic,2014-08,25,1485
wsdc-10,Bridgetown Swing Boogie,2014-09,83,1567
wsdc-100,New Mexico Dance Fiesta,2014-09,24,2166
wsdc-131,Meet Me In St Louis,2014-09,110,50
wsdc-135,Desert City Swing,2014-09,128,211
wsdc-15,Dallas D.A.N.C.E.,2014-09,100,50
wsdc-165,Midland Swing Open,2014-09,70,4552
wsdc-190,Vermont Swing Dance Championships,2014-09,81,1385
wsdc-230,Sunny Side Dance Camp,2014-09,37,8022
wsdc-231,Swing Trilogy,2014-09,73,2515
wsdc-232,Norway Westie Fest,2014-09,45,8968
wsdc-233,Bavarian Open,2014-09,49,8366
wsdc-234,Philly Swing Classic,2014-09,78,1389
wsdc-125,Swing City Chicago,2014-10,97,320
wsdc-179,New Zealand Open Swing Dance Championships,2014-10,34,7225
wsdc-180,Australian Open Swing Dance Championships,2014-10,55,6436
wsdc-211,Atlanta Swing Classic,2014-10,113,50
wsdc-237,WCS Helsinki,2014-10,35,8025
wsdc-43,Paradise Country Dance Festival,2014-10,65,144
wsdc-65,Halloween SwingThing,2014-10,79,144
wsdc-8,Boogie By The Bay,2014-10,114,142
wsdc-137,Tampa Bay Classic,2014-11,113,50
wsdc-181,DC Swing eXperience,2014-11,101,237
wsdc-194,Moscow Westie Dance Fest,2014-11,78,7533
wsdc-236,Warsaw Halloween Swing,2014-11,75,6271
wsdc-31,Mountain Magic,2014-11,65,142
wsdc-63,Swingin' New England Dance Festival,2014-11,88,904
wsdc-68,US Open Swing Dance Championships,2014-11,98,147
wsdc-79,Sea to Sky,2014-11,86,440
wsdc-87,C.A.S.H. Bash Weekend,2014-11,85,1739
wsdc-212,The After Party,2014-12,81,1123
wsdc-213,Swingtimate,2014-12,58,5456
wsdc-238,Winter White,2014-12,57,6271
wsdc-239,The Challenge,2014-12,100,332
wsdc-141,Spotlight Dance Challenge,2015-01,90,1277
wsdc-152,Worlds UCWDC,2015-01,45,1297
wsdc-183,Freedom Swing Dance Challenge,2015-01,122,284
wsdc-184,BudaFest Open WCS Championships,2015-01,116,6511
wsdc-195,Palm Springs New Years Swing Dance Classic,2015-01,115,231
wsdc-196,SwingCouver,2015-01,103,311
wsdc-200,Austin Swing Dance Championships,2015-01,105,216
wsdc-214,New Year's Swing Fling,2015-01,80,6207
wsdc-240,Sweden Westie Gala,2015-01,53,8220
wsdc-241,Moscow Xmas Dance Camp,2015-01,40,8173
wsdc-39,New Year's Dance Extravaganza,2015-01,75,1759
wsdc-42,Floorplay New Years Swing Vacation,2015-01,65,1297
wsdc-62,Monterey SwingFest,2015-01,95,142
wsdc-12,Capital Swing Dance Convention,2015-02,136,118
wsdc-185,Sweetheart Swing Classic,2015-02,74,2970
wsdc-215,Swing & Snow,2015-02,71,7533
wsdc-242,Derby City Swing,2015-02,68,4165
wsdc-243,Anti Valentines,2015-02,39,1153
wsdc-142,The Chicago Classic,2015-03,124,216
wsdc-143,High Desert Dance Classic,2015-03,59,818
wsdc-153,Novice Invitational,2015-03,54,3759
wsdc-169,Dance Camp Chicago,2015-03,74,1277
wsdc-170,Russian Open WCS Championships,2015-03,60,7533
wsdc-186,West In Lyon,2015-03,89,6946
wsdc-197,5280 Swing Dance Championships,2015-03,91,147
wsdc-216,The Brazilian Open Championships,2015-03,30,8394
wsdc-244,Rose City Swing,2015-03,84,3512
wsdc-245,Holy Land Open,2015-03,50,3093
wsdc-246,Swing Escape,2015-03,42,5456
wsdc-9,Boston Tea Party,2015-03,108,1385
wsdc-92,Mid-Atlantic Dance Jam,2015-03,178,237
wsdc-132,Tulsa Spring Swing,2015-04,66,379
wsdc-134,Swing Dance America,2015-04,98,2371
wsdc-18,Seattle's Easter Swing,2015-04,120,118
wsdc-187,City of Angels,2015-04,135,147
wsdc-198,UK & European WCS Championships,2015-04,98,2986
wsdc-203,Detonation Dance ,2015-04,50,5629
wsdc-217,San Diego Dance Festival,2015-04,56,61
wsdc-218,Asia West Coast Swing Open,2015-04,62,7014
wsdc-247,Austrian WCS Spectacle,2015-04,39,8228
wsdc-105,Canadian Swing Championships,2015-05,42,496
wsdc-121,The Texas Classic,2015-05,43,4547
wsdc-144,Swingin' Into Spring,2015-05,61,2111
wsdc-174,Swingsation,2015-05,58,5456
wsdc-175,French Open West Coast Swing,2015-05,114,5113
wsdc-20,FreZno Dance Classic,2015-05,80,61
wsdc-201,MidAtlantic Dance Classic,2015-05,58,1534
wsdc-206,Hungarian Open,2015-05,73,6271
wsdc-219,KIWI Fest,2015-05,49,7578
wsdc-22,USA Grand Nationals,2015-05,106,917
wsdc-221,Show-Me Showdown,2015-05,43,1952
wsdc-253,Nordic WCS Championships,2015-05,70,7532
wsdc-61,SwingDiego,2015-05,104,147
wsdc-76,Michigan Dance Classic,2015-05,109,50
wsdc-109,Colorado Country Classic,2015-06,43,316
wsdc-117,Orange Blossom Dance Festival,2015-06,54,3070
wsdc-162,Swingapalooza,2015-06,87,37
wsdc-188,NSW West Coast Swing Dance Championships,2015-06,49,6436
wsdc-207,Dance N Play,2015-06,75,2775
wsdc-220,D-Townswing,2015-06,69,2986
wsdc-222,Baltic Swing,2015-06,70,6271
wsdc-25,J&J O'Rama,2015-06,110,124
wsdc-254,Finnfest,2015-06,50,8023
wsdc-96,Liberty Swing Dance Championships,2015-06,157,50
wsdc-1,4TH of July Convention,2015-07,109,142
wsdc-148,New Orleans Dance Mardi Gras,2015-07,80,2003
wsdc-149,Florida Dance Magic,2015-07,54,178
wsdc-156,Big Apple Dance Festival,2015-07,36,2742
wsdc-209,SinCity Swing,2015-07,70,1509
wsdc-225,Wild Wild Westie,2015-07,104,237
wsdc-226,Ft. Lauderdale Swing & Shag Beach Bash,2015-07,61,50
wsdc-255,Indy Dance Explosion,2015-07,60,1153
wsdc-256,Rock The Barn,2015-07,50,9390
wsdc-44,Portland Dance Festival,2015-07,60,260
wsdc-66,Swingtime in the Rockies,2015-07,88,50
wsdc-119,Chicagoland Dance Festival,2015-08,69,2472
wsdc-120,Lone Star Invitational,2015-08,65,379
wsdc-157,New England Dance Festival,2015-08,49,2343
wsdc-159,World Swing Masters,2015-08,19,7799
wsdc-227,Swingtacular,2015-08,107,124
wsdc-228,Summer Swing Classic,2015-08,69,2173
wsdc-51,Palm Springs Summer Dance Classic,2015-08,93,147
wsdc-53,Summer Hummer,2015-08,106,311
wsdc-59,Swing Fling,2015-08,97,237
wsdc-77,Arizona Dance Classic,2015-08,44,1134
wsdc-10,Bridgetown Swing Boogie,2015-09,109,2173
wsdc-131,Meet Me In St Louis,2015-09,115,50
wsdc-135,Desert City Swing,2015-09,112,147
wsdc-137,Tampa Bay Classic,2015-09,101,50
wsdc-15,Dallas D.A.N.C.E.,2015-09,68,216
wsdc-165,Midland Swing Open,2015-09,49,6705
wsdc-167,Best of the Best,2015-09,60,6179
wsdc-177,River City Swing,2015-09,117,176
wsdc-190,Vermont Swing Dance Championships,2015-09,80,1389
wsdc-230,Sunny Side Dance Camp,2015-09,39,7533
wsdc-232,Norway Westie Fest,2015-09,44,8968
wsdc-233,Bavarian Open,2015-09,75,6825
wsdc-48,South Bay CW Dance Festival,2015-09,78,396
wsdc-178,Montreal WCS Fest,2015-10,69,3121
wsdc-179,New Zealand Open Swing Dance Championships,2015-10,39,6436
wsdc-180,Australian Open Swing Dance Championships,2015-10,50,7014
wsdc-211,Atlanta Swing Classic,2015-10,106,50
wsdc-229,Scandinavian Open,2015-10,54,7446
wsdc-234,Philly Swing Classic,2015-10,79,1389
wsdc-237,WCS Helsinki,2015-10,30,8025
wsdc-257,Italian Open,2015-10,110,6826
wsdc-43,Paradise Country Dance Festival,2015-10,63,144
wsdc-8,Boogie By The Bay,2015-10,120,118
wsdc-125,Swing City Chicago,2015-11,109,320
wsdc-166,London SWINGvitational,2015-11,55,7025
wsdc-181,DC Swing eXperience,2015-11,124,216
wsdc-194,Moscow Westie Dance Fest,2015-11,80,7599
wsdc-236,Warsaw Halloween Swing,2015-11,100,5008
wsdc-31,Mountain Magic,2015-11,68,118
wsdc-63,Swingin' New England Dance Festival,2015-11,96,764
wsdc-65,Halloween SwingThing,2015-11,107,147
wsdc-68,US Open Swing Dance Championships,2015-11,116,118
wsdc-79,Sea to Sky,2015-11,102,440
wsdc-87,C.A.S.H. Bash Weekend,2015-11,84,1739
wsdc-212,The After Party,2015-12,82,1047
wsdc-238,Winter White,2015-12,54,7352
wsdc-239,The Challenge,2015-12,115,216
wsdc-141,Spotlight Dance Challenge,2016-01,100,2308
wsdc-183,Freedom Swing Dance Challenge,2016-01,80,1389
wsdc-184,BudaFest Open WCS Championships,2016-01,106,6948
wsdc-195,Palm Springs New Years Swing Dance Classic,2016-01,120,118
wsdc-196,SwingCouver,2016-01,98,1573
wsdc-200,Austin Swing Dance Championships,2016-01,99,216
wsdc-214,New Year's Swing Fling,2016-01,92,5008
wsdc-240,Sweden Westie Gala,2016-01,73,8543
wsdc-241,Moscow Xmas Dance Camp,2016-01,35,7599
wsdc-242,Derby City Swing,2016-01,87,4988
wsdc-39,New Year's Dance Extravaganza,2016-01,79,2343
wsdc-42,Floorplay New Years Swing Vacation,2016-01,70,2723
wsdc-62,Monterey SwingFest,2016-01,98,142
wsdc-75,Worlds UCWDC,2016-01,48,432
wsdc-12,Capital Swing Dance Convention,2016-02,138,118
wsdc-169,Dance Camp Chicago,2016-02,68,2688
wsdc-185,Sweetheart Swing Classic,2016-02,79,50
wsdc-197,5280 Swing Dance Championships,2016-02,91,147
wsdc-215,Swing & Snow,2016-02,84,7029
wsdc-244,Rose City Swing,2016-02,92,2775
wsdc-245,Holy Land Open,2016-02,49,7356
wsdc-258,Swingtzerland,2016-02,52,7461
wsdc-142,The Chicago Classic,2016-03,139,50
wsdc-143,High Desert Dance Classic,2016-03,65,144
wsdc-153,Novice Invitational,2016-03,72,3263
wsdc-170,Russian Open WCS Championships,2016-03,69,7029
wsdc-18,Seattle's Easter Swing,2016-03,108,440
wsdc-186,West In Lyon,2016-03,115,6378
wsdc-216,The Brazilian Open Championships,2016-03,38,6048
wsdc-217,San Diego Dance Festival,2016-03,44,173
wsdc-259,Swing Over Orlando,2016-03,80,3070
wsdc-9,Boston Tea Party,2016-03,110,2247
wsdc-92,Mid-Atlantic Dance Jam,2016-03,162,147
wsdc-132,Tulsa Spring Swing,2016-04,63,50
wsdc-187,City of Angels,2016-04,117,147
wsdc-198,UK & European WCS Championships,2016-04,115,3390
wsdc-203,Detonation Dance ,2016-04,52,6705
wsdc-218,Asia West Coast Swing Open,2016-04,60,8049
wsdc-246,Swing Escape,2016-04,40,5456
wsdc-247,Austrian WCS Spectacle,2016-04,50,8023
wsdc-105,Canadian Swing Championships,2016-05,49,5817
wsdc-121,The Texas Classic,2016-05,61,379
wsdc-134,Swing Dance America,2016-05,85,1277
wsdc-144,Swingin' Into Spring,2016-05,75,2726
wsdc-174,Swingsation,2016-05,65,8049
wsdc-175,French Open West Coast Swing,2016-05,79,6378
wsdc-20,FreZno Dance Classic,2016-05,80,147
wsdc-201,MidAtlantic Dance Classic,2016-05,30,2742
wsdc-205,SOswing,2016-05,89,211
wsdc-206,Hungarian Open,2016-05,68,8228
wsdc-219,KIWI Fest,2016-05,80,627
wsdc-22,USA Grand Nationals,2016-05,113,1443
wsdc-221,Show-Me Showdown,2016-05,46,3495
wsdc-253,Nordic WCS Championships,2016-05,105,7532
wsdc-61,SwingDiego,2016-05,128,147
wsdc-109,Colorado Country Classic,2016-06,55,902
wsdc-117,Orange Blossom Dance Festival,2016-06,50,3070
wsdc-162,Swingapalooza,2016-06,87,50
wsdc-188,NSW West Coast Swing Dance Championships,2016-06,50,6832
wsdc-207,Dance N Play,2016-06,73,2775
wsdc-220,D-Townswing,2016-06,99,2986
wsdc-222,Baltic Swing,2016-06,80,5178
wsdc-223,Slingshot Swing,2016-06,54,7058
wsdc-25,J&J O'Rama,2016-06,114,147
wsdc-254,Finnfest,2016-06,55,8725
wsdc-261,Neverland Swing,2016-06,49,8332
wsdc-76,Michigan Dance Classic,2016-06,101,216
wsdc-96,Liberty Swing Dance Championships,2016-06,120,1385
wsdc-1,4TH of July Convention,2016-07,118,142
wsdc-147,Toronto Open Swing & Hustle Championships,2016-07,85,2308
wsdc-148,New Orleans Dance Mardi Gras,2016-07,68,2372
wsdc-149,Florida Dance Magic,2016-07,62,178
wsdc-156,Big Apple Dance Festival,2016-07,30,3368
wsdc-225,Wild Wild Westie,2016-07,123,290
wsdc-226,Ft. Lauderdale Swing & Shag Beach Bash,2016-07,52,50
wsdc-255,Indy Dance Explosion,2016-07,59,2514
wsdc-256,Rock The Barn,2016-07,40,10203
wsdc-260,Sao Paulo Swing Dance Championships,2016-07,39,7267
wsdc-262,Swing It Like It's Hot,2016-07,50,7178
wsdc-44,Portland Dance Festival,2016-07,65,2363
wsdc-66,Swingtime in the Rockies,2016-07,86,77
wsdc-77,Arizona Dance Classic,2016-07,50,6
wsdc-119,Chicagoland Dance Festival,2016-08,70,320
wsdc-120,Lone Star Invitational,2016-08,79,37
wsdc-137,Tampa Bay Classic,2016-08,85,764
wsdc-157,New England Dance Festival,2016-08,40,1385
wsdc-164,Sea Sun and Swing,2016-08,75,6851
wsdc-224,Midwest Westie Fest,2016-08,76,216
wsdc-227,Swingtacular,2016-08,117,231
wsdc-263,Riga Summer Swing,2016-08,62,8173
wsdc-264,Swedish Swing Summer Camp,2016-08,70,6866
wsdc-51,Palm Springs Summer Dance Classic,2016-08,113,147
wsdc-53,Summer Hummer,2016-08,113,242
wsdc-59,Swing Fling,2016-08,130,237
wsdc-131,Meet Me In St Louis,2016-09,103,50
wsdc-135,Desert City Swing,2016-09,136,147
wsdc-15,Dallas D.A.N.C.E.,2016-09,58,216
wsdc-167,Best of the Best,2016-09,63,5178
wsdc-177,River City Swing,2016-09,90,3070
wsdc-230,Sunny Side Dance Camp,2016-09,40,8182
wsdc-231,Swing Trilogy,2016-09,105,2571
wsdc-232,Norway Westie Fest,2016-09,50,7885
wsdc-233,Bavarian Open,2016-09,63,7461
wsdc-234,Philly Swing Classic,2016-09,68,54
wsdc-265,Upstate Dance Challenge,2016-09,78,1759
wsdc-266,Rocky Mountain 5 Dance,2016-09,53,311
wsdc-48,South Bay CW Dance Festival,2016-09,61,468
wsdc-10,Bridgetown Swing Boogie,2016-10,119,77
wsdc-125,Swing City Chicago,2016-10,127,1277
wsdc-165,Midland Swing Open,2016-10,50,5629
wsdc-178,Montreal WCS Fest,2016-10,75,3442
wsdc-179,New Zealand Open Swing Dance Championships,2016-10,30,8745
wsdc-211,Atlanta Swing Classic,2016-10,125,904
wsdc-236,Warsaw Halloween Swing,2016-10,105,6863
wsdc-257,Italian Open,2016-10,95,7537
wsdc-267,Swustlicious,2016-10,44,3223
wsdc-268,Korea Westival,2016-10,32,6236
wsdc-43,Paradise Country Dance Festival,2016-10,83,144
wsdc-65,Halloween SwingThing,2016-10,96,144
wsdc-8,Boogie By The Bay,2016-10,123,118
wsdc-181,DC Swing eXperience,2016-11,131,147
wsdc-194,Moscow Westie Dance Fest,2016-11,88,7029
wsdc-229,Scandinavian Open,2016-11,75,7058
wsdc-237,WCS Helsinki,2016-11,48,5008
wsdc-269,Autumn Swing Challenge,2016-11,49,7877
wsdc-270,Westie's Angels,2016-11,73,7352
wsdc-31,Mountain Magic,2016-11,68,61
wsdc-63,Swingin' New England Dance Festival,2016-11,100,764
wsdc-68,US Open Swing Dance Championships,2016-11,110,118
wsdc-79,Sea to Sky,2016-11,107,440
wsdc-87,C.A.S.H. Bash Weekend,2016-11,85,1739
wsdc-212,The After Party,2016-12,103,147
wsdc-213,Swingtimate,2016-12,45,8049
wsdc-238,Winter White,2016-12,50,7823
wsdc-271,Berlin Swing Revolution,2016-12,70,5457
wsdc-141,Spotlight Dance Challenge,2017-01,101,2308
wsdc-183,Freedom Swing Dance Challenge,2017-01,82,394
wsdc-184,BudaFest Open WCS Championships,2017-01,115,2986
wsdc-195,Palm Springs New Years Swing Dance Classic,2017-01,110,144
wsdc-196,SwingCouver,2017-01,86,2097
wsdc-200,Austin Swing Dance Championships,2017-01,110,216
wsdc-214,New Year's Swing Fling,2017-01,85,6866
wsdc-240,Sweden Westie Gala,2017-01,60,9220
wsdc-241,Moscow Xmas Dance Camp,2017-01,54,8024
wsdc-242,Derby City Swing,2017-01,105,3706
wsdc-272,Paris Westie Fest,2017-01,75,6271
wsdc-39,New Year's Dance Extravaganza,2017-01,76,5729
