candidate_series,printed_name,snapshot_ids,suggested_override,years
[],West Coast Swing BudaFest,"[""snap_20260913T050613Z_a7106c385749"", ""snap_20260913T050713Z_532a13011352"", ""snap_20260913T050724Z_6ddaacedd7ed"", ""snap_20260913T050733Z_35c526f5b7e9""]","West Coast Swing BudaFest,listed-west-coast-swing-budafest,swingdancecouncil,review series identity","[2012, 2013, 2014, 2015]"
[],West Coast Swing Helsinki,"[""snap_20260913T050933Z_8684c9031883"", ""snap_20260913T051133Z_f78d9dfcc6e7"", ""snap_20260913T051244Z_a3c08b0b73ee""]","West Coast Swing Helsinki,listed-west-coast-swing-helsinki,swingdancecouncil,review series identity","[2015, 2016]"
[],West Swing Fest,"[""snap_20260913T053253Z_e19d60bb1ba4""]","West Swing Fest,listed-west-swing-fest,wsdc_newsletter,review series identity",[2019]
[],West in Lyon (Cancelled due to Coronavirus),"[""snap_20260913T052653Z_4309094e8fb4""]","West in Lyon (Cancelled due to Coronavirus),listed-west-in-lyon-cancelled-due-to-coronavirus,wsdc_calendar,review series identity",[2020]
[],West in Lyon (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","West in Lyon (Cancelled due to Covid-19),listed-west-in-lyon-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2021]
[],Westcation,"[""snap_20260913T052653Z_4309094e8fb4""]","Westcation,listed-westcation,wsdc_calendar,review series identity",[2020]
[],Westcation (Trial),"[""snap_20260913T051833Z_85a8db0d59a5""]","Westcation (Trial),listed-westcation-trial,wsdc_calendar,review series identity",[2020]
[],WesterOz Swing (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","WesterOz Swing (Cancelled due to Covid-19),listed-westeroz-swing-cancelled-due-to-covid-19,wsdc_calendar,review series identity","[2021, 2022]"
[],Westie Angels,"[""snap_20260913T051244Z_a3c08b0b73ee"", ""snap_20260913T053414Z_e2920d5d80be""]","Westie Angels,listed-westie-angels,wsdc_calendar,review series identity","[2016, 2022]"
[],Westie Harbor,"[""de51b1e142624d9a854864ae05264d1b""]","Westie Harbor,listed-westie-harbor,wsdc_calendar,review series identity",[2026]
[],Westie Pink City (Unconfirmed),"[""snap_20260913T052844Z_b95ece79a3ac""]","Westie Pink City (Unconfirmed),listed-westie-pink-city-unconfirmed,wsdc_calendar,review series identity",[2023]
[],Westie Spring Thing 2020 (Cancelled due to Coronavirus),"[""snap_20260913T052653Z_4309094e8fb4""]","Westie Spring Thing 2020 (Cancelled due to Coronavirus),listed-westie-spring-thing-cancelled-due-to-coronavirus,wsdc_calendar,review series identity",[2020]
[],Westie Swing Thing,"[""snap_20260913T053253Z_e19d60bb1ba4""]","Westie Swing Thing,listed-westie-swing-thing,wsdc_newsletter,review series identity",[2019]
[],Westie in Pink City,"[""snap_20260913T052930Z_9938b86a7094""]","Westie in Pink City,listed-westie-in-pink-city,wsdc_newsletter,review series identity",[2018]
[],Westie on the Water,"[""snap_20260913T053303Z_220a0f22f0f6""]","Westie on the Water,listed-westie-on-the-water,wsdc_newsletter,review series identity",[2020]
[],Westie's Angels (Unconfirmed),"[""snap_20260913T055241Z_d374c58b5248""]","Westie's Angels (Unconfirmed),listed-westie-s-angels-unconfirmed,wsdc_calendar,review series identity",[2024]
[],Westies on the Water (Trial),"[""snap_20260913T051644Z_dd7f13d8db52""]","Westies on the Water (Trial),listed-westies-on-the-water-trial,wsdc_calendar,review series identity",[2019]
[],Westies on the Water (Unconfirmed),"[""snap_20260913T055220Z_d77aed35c78d""]","Westies on the Water (Unconfirmed),listed-westies-on-the-water-unconfirmed,wsdc_calendar,review series identity",[2024]
[],Westy Nantes (Cancelled due to Coronavirus),"[""snap_20260913T052653Z_4309094e8fb4""]","Westy Nantes (Cancelled due to Coronavirus),listed-westy-nantes-cancelled-due-to-coronavirus,wsdc_calendar,review series identity",[2020]
[],Westy Nantes (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Westy Nantes (Cancelled due to Covid-19),listed-westy-nantes-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2021]
[],Wild Wild Westie (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Wild Wild Westie (Cancelled due to Covid-19),listed-wild-wild-westie-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2020]
[],Wild Wild Westie (Unconfirmed),"[""snap_20260913T055220Z_d77aed35c78d""]","Wild Wild Westie (Unconfirmed),listed-wild-wild-westie-unconfirmed,wsdc_calendar,review series identity",[2024]
[],Winter Coast Swing (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Winter Coast Swing (Cancelled due to Covid-19),listed-winter-coast-swing-cancelled-due-to-covid-19,wsdc_calendar,review series identity","[2021, 2022]"
[],Winter White (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Winter White (Cancelled due to Covid-19),listed-winter-white-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2020]
[],Winter White WCS (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Winter White WCS (Cancelled due to Covid-19),listed-winter-white-wcs-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2021]
[],Winter White WCS Unconfirmed),"[""snap_20260913T055220Z_d77aed35c78d""]","Winter White WCS Unconfirmed),listed-winter-white-wcs-unconfirmed,wsdc_calendar,review series identity",[2024]
[],Wisconsin Dance Challenge,"[""snap_20260913T050503Z_1dc9d7a88150"", ""snap_20260913T050643Z_3b5c53c6d4d5"", ""snap_20260913T050713Z_532a13011352""]","Wisconsin Dance Challenge,listed-wisconsin-dance-challenge,swingdancecouncil,review series identity","[2010, 2012, 2013]"
[],Workshopweekend Heidelberg Jan2019,"[""snap_20260910T032911Z_34e948f7fea1""]","Workshopweekend Heidelberg Jan2019,listed-workshopweekend-heidelberg-jan2019,scoringdance,review series identity",[2019]
[],World Dance Masters,"[""snap_20260913T050503Z_1dc9d7a88150"", ""snap_20260913T050523Z_599faad414ce"", ""snap_20260913T050643Z_3b5c53c6d4d5""]","World Dance Masters,listed-world-dance-masters,swingdancecouncil,review series identity","[2010, 2011, 2012]"
[],World Hustle Dance Championships,"[""snap_20260913T050503Z_1dc9d7a88150"", ""snap_20260913T050633Z_04b39eb0707f""]","World Hustle Dance Championships,listed-world-hustle-dance-championships,swingdancecouncil,review series identity","[2010, 2012]"
[],World Swing Dance Champ's,"[""snap_20260913T050503Z_1dc9d7a88150"", ""snap_20260913T050633Z_04b39eb0707f""]","World Swing Dance Champ's,listed-world-swing-dance-champ-s,swingdancecouncil,review series identity","[2010, 2012]"
"[""wsdc-152"", ""wsdc-75""]",Worlds UCWDC,"[""snap_20260913T051323Z_5eacfc6206a3"", ""snap_20260913T051854Z_0f29c1d7c737"", ""snap_20260913T052503Z_8d6dd61630dd""]","Worlds UCWDC,listed-worlds-ucwdc,wsdc_calendar,review series identity","[2017, 2018, 2019]"
[],Zouk 1st German Open Championship 2019,"[""snap_20260910T054026Z_da863051bc1e""]","Zouk 1st German Open Championship 2019,listed-zouk-german-open-championship,scoringdance,review series identity",[2019]
