candidate_series,printed_name,snapshot_ids,suggested_override,years
[],KIWI Fest (Cancelled due to War in Ukraine),"[""snap_20260913T055241Z_d374c58b5248""]","KIWI Fest (Cancelled due to War in Ukraine),listed-kiwi-fest-cancelled-due-to-war-in-ukraine,wsdc_calendar,review series identity",[2024]
[],KIWI Fest (Unconfirmed),"[""snap_20260913T052844Z_b95ece79a3ac""]","KIWI Fest (Unconfirmed),listed-kiwi-fest-unconfirmed,wsdc_calendar,review series identity",[2024]
[],KIWIfest,"[""snap_20260913T035045Z_008aaf4c6933"", ""snap_20260913T053000Z_11d8e6dbdaab""]","KIWIfest,listed-kiwifest,wsdc_newsletter,review series identity","[2018, 2019]"
"[""wsdc-279"", ""wsdc-283""]",Kazan EL Fest,"[""snap_20260913T051734Z_2512163ed68e"", ""snap_20260913T052253Z_3f7ff1a00522"", ""snap_20260913T052844Z_b95ece79a3ac""]","Kazan EL Fest,listed-kazan-el-fest,wsdc_calendar,review series identity","[2017, 2018, 2023]"
[],Kazan EL Fest (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Kazan EL Fest (Cancelled due to Covid-19),listed-kazan-el-fest-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2021]
[],Kazan EL Fest (Unconfirmed),"[""snap_20260913T055220Z_d77aed35c78d""]","Kazan EL Fest (Unconfirmed),listed-kazan-el-fest-unconfirmed,wsdc_calendar,review series identity",[2024]
"[""wsdc-279"", ""wsdc-283""]",Kazan El Fest,"[""snap_20260913T053404Z_622d98a01fec""]","Kazan El Fest,listed-kazan-el-fest,wsdc_newsletter,review series identity",[2022]
[],King Swing (Cancelled due to Coronavirus),"[""snap_20260913T052653Z_4309094e8fb4""]","King Swing (Cancelled due to Coronavirus),listed-king-swing-cancelled-due-to-coronavirus,wsdc_calendar,review series identity",[2020]
[],Korea Open Swing Dance Championships,"[""snap_20260913T050724Z_6ddaacedd7ed""]","Korea Open Swing Dance Championships,listed-korea-open-swing-dance-championships,swingdancecouncil,review series identity",[2013]
[],Korea Westival (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Korea Westival (Cancelled due to Covid-19),listed-korea-westival-cancelled-due-to-covid-19,wsdc_calendar,review series identity","[2020, 2021]"
[],Korean Open,"[""snap_20260913T052753Z_9fefc779c3b2""]","Korean Open,listed-korean-open,wsdc_calendar,review series identity",[2023]
[],Korean Open 2026,"[""snap_20260910T053545Z_62cc8ca592bf""]","Korean Open 2026,listed-korean-open,scoringdance,review series identity",[2026]
[],LIBERTY SWING (NASDE),"[""snap_20260913T052940Z_0177184cf9eb""]","LIBERTY SWING (NASDE),listed-liberty-swing-nasde,wsdc_newsletter,review series identity",[2017]
[],LIBERTY SWING DANCE CHAMPIONSHIPS (NASDE),"[""snap_20260913T035045Z_008aaf4c6933""]","LIBERTY SWING DANCE CHAMPIONSHIPS (NASDE),listed-liberty-swing-dance-championships-nasde,wsdc_newsletter,review series identity",[2018]
[],LIBERTY SWING DANCE CHAMPIONSHIPS (NASDE) WSDC MEMBERSHIP MEETING,"[""snap_20260913T053000Z_11d8e6dbdaab""]","LIBERTY SWING DANCE CHAMPIONSHIPS (NASDE) WSDC MEMBERSHIP MEETING,listed-liberty-swing-dance-championships-nasde-wsdc-membership-meeting,wsdc_newsletter,review series identity",[2019]
[],Latin Dream Bachata Festival 2025,"[""snap_20260910T063528Z_b26858ba799b""]","Latin Dream Bachata Festival 2025,listed-latin-dream-bachata-festival,scoringdance,review series identity",[2025]
[],Latin Dreams 2026,"[""snap_20260910T060113Z_f26c51bf96a5""]","Latin Dreams 2026,listed-latin-dreams,scoringdance,review series identity",[2026]
[],Liberty Swing,"[""snap_20260909T150512Z_694f97493af0""]","Liberty Swing,listed-liberty-swing,eepro,review series identity","[2025, 2026]"
[],Liberty Swing Championships,"[""snap_20260913T050503Z_1dc9d7a88150"", ""snap_20260913T050633Z_04b39eb0707f"", ""snap_20260913T050713Z_532a13011352"", ""snap_20260913T050724Z_6ddaacedd7ed"", ""snap_20260913T050824Z_b47e1d7bdc49"", ""snap_20260913T051133Z_f78d9dfcc6e7"", ""snap_20260913T051244Z_a3c08b0b73ee""]","Liberty Swing Championships,listed-liberty-swing-championships,swingdancecouncil,review series identity","[2010, 2012, 2013, 2014, 2015, 2016, 2017]"
[],Liberty Swing Championships      (NASDE),"[""snap_20260913T051244Z_a3c08b0b73ee""]","Liberty Swing Championships      (NASDE),listed-liberty-swing-championships-nasde,wsdc_calendar,review series identity",[2017]
[],Liberty Swing Dance Championships (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Liberty Swing Dance Championships (Cancelled due to Covid-19),listed-liberty-swing-dance-championships-cancelled-due-to-covid-19,wsdc_calendar,review series identity","[2020, 2021]"
[],Liberty Swing Dance Championships (NASDE),"[""snap_20260913T053404Z_622d98a01fec""]","Liberty Swing Dance Championships (NASDE),listed-liberty-swing-dance-championships-nasde,wsdc_newsletter,review series identity",[2022]
[],Liberty Swing dance Championships (NASDE),"[""snap_20260913T053450Z_ce3c79f4aa99""]","Liberty Swing dance Championships (NASDE),listed-liberty-swing-dance-championships-nasde,wsdc_newsletter,review series identity",[2023]
[],Liberty Swing dance Championships (NASDE)WSDC Membership Meeting,"[""snap_20260913T053443Z_bf5de4bbd205""]","Liberty Swing dance Championships (NASDE)WSDC Membership Meeting,listed-liberty-swing-dance-championships-nasde-wsdc-membership-meeting,wsdc_newsletter,review series identity",[2024]
[],London SWINGvitational (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","London SWINGvitational (Cancelled due to Covid-19),listed-london-swingvitational-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2020]
[],London SWINGvitational (On Hiatus) - Registry Event,"[""snap_20260913T051244Z_a3c08b0b73ee""]","London SWINGvitational (On Hiatus) - Registry Event,listed-london-swingvitational-registry-event,wsdc_calendar,review series identity",[2016]
[],London SWINGvitational (Unconfirmed),"[""snap_20260913T055353Z_2f7c24378244""]","London SWINGvitational (Unconfirmed),listed-london-swingvitational-unconfirmed,wsdc_calendar,review series identity",[2024]
[],Lone Star Invitational (Unconfirmed),"[""snap_20260913T052844Z_b95ece79a3ac""]","Lone Star Invitational (Unconfirmed),listed-lone-star-invitational-unconfirmed,wsdc_calendar,review series identity",[2023]
[],LoneStar Invitational (Unconfirmed),"[""snap_20260913T055241Z_d374c58b5248""]","LoneStar Invitational (Unconfirmed),listed-lonestar-invitational-unconfirmed,wsdc_calendar,review series identity",[2024]
[],Lonestar Invitational (Unconfirmed),"[""snap_20260913T055430Z_17be191620ce""]","Lonestar Invitational (Unconfirmed),listed-lonestar-invitational-unconfirmed,wsdc_calendar,review series identity",[2025]
[],Los Angeles Premier Dance Classic,"[""snap_20260913T050503Z_1dc9d7a88150""]","Los Angeles Premier Dance Classic,listed-los-angeles-premier-dance-classic,swingdancecouncil,review series identity",[2010]
[],Luxembourg Bachata Family Festival 2025,"[""snap_20260910T063513Z_2fdded52addc""]","Luxembourg Bachata Family Festival 2025,listed-luxembourg-bachata-family-festival,scoringdance,review series identity",[2025]
[],Lyon Bachata Festival 2026,"[""snap_20260910T032911Z_34e948f7fea1""]","Lyon Bachata Festival 2026,listed-lyon-bachata-festival,scoringdance,review series identity",[2026]
[],MAD MAD WEST,"[""snap_20260913T053000Z_11d8e6dbdaab""]","MAD MAD WEST,listed-mad-mad-west,wsdc_newsletter,review series identity",[2019]
[],MADjam,"[""snap_20260909T150512Z_694f97493af0""]","MADjam,listed-madjam,eepro,review series identity",[2026]
[],MID ATLANTIC DANCE JAM (MADJAM) (NASDE),"[""snap_20260913T052910Z_44c788523cf4"", ""snap_20260913T052930Z_9938b86a7094""]","MID ATLANTIC DANCE JAM (MADJAM) (NASDE),listed-mid-atlantic-dance-jam-madjam-nasde,wsdc_newsletter,review series identity","[2017, 2018]"
[],MID ATLANTIC DANCE JAM - MADJAM (NASDE),"[""snap_20260913T053010Z_478d7ddb5edd"", ""snap_20260913T053303Z_220a0f22f0f6""]","MID ATLANTIC DANCE JAM - MADJAM (NASDE),listed-mid-atlantic-dance-jam-madjam-nasde,wsdc_newsletter,review series identity","[2019, 2020]"
[],MId Atlantic Dance Jam (MADjam)(Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","MId Atlantic Dance Jam (MADjam)(Cancelled due to Covid-19),listed-mid-atlantic-dance-jam-madjam-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2021]
[],MOSCOW XMAS SWING DANCE CAMP,"[""snap_20260913T052910Z_44c788523cf4"", ""snap_20260913T052930Z_9938b86a7094""]","MOSCOW XMAS SWING DANCE CAMP,listed-moscow-xmas-swing-dance-camp,wsdc_newsletter,review series identity","[2017, 2018]"
[],Mad Mad West,"[""snap_20260913T053204Z_ea0a1cfa6f68""]","Mad Mad West,listed-mad-mad-west,wsdc_newsletter,review series identity",[2020]
[],Mad Mad West (Cancelled Due to Coronavirus),"[""snap_20260913T052653Z_4309094e8fb4""]","Mad Mad West (Cancelled Due to Coronavirus),listed-mad-mad-west-cancelled-due-to-coronavirus,wsdc_calendar,review series identity",[2020]
[],Mad Mad West (Cancelled Due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Mad Mad West (Cancelled Due to Covid-19),listed-mad-mad-west-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2021]
[],Mediterranean Open 2025,"[""snap_20260910T063217Z_0a2928b381e2""]","Mediterranean Open 2025,listed-mediterranean-open,scoringdance,review series identity",[2025]
[],Mediterranean Open 2026,"[""snap_20260910T051344Z_a5d95924b8ba""]","Mediterranean Open 2026,listed-mediterranean-open,scoringdance,review series identity",[2026]
[],Meet Me In St. Louis Swing Dance Championships (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Meet Me In St. Louis Swing Dance Championships (Cancelled due to Covid-19),listed-meet-me-in-st-louis-swing-dance-championships-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2021]
[],Meet Me in St. Louis Swing Dance Championships (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Meet Me in St. Louis Swing Dance Championships (Cancelled due to Covid-19),listed-meet-me-in-st-louis-swing-dance-championships-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2020]
[],Miami Dance Magic,"[""snap_20260913T050503Z_1dc9d7a88150"", ""snap_20260913T050513Z_91f15ae62698"", ""snap_20260913T050643Z_3b5c53c6d4d5"", ""snap_20260913T050713Z_532a13011352"", ""snap_20260913T050724Z_6ddaacedd7ed"", ""snap_20260913T050733Z_35c526f5b7e9""]","Miami Dance Magic,listed-miami-dance-magic,swingdancecouncil,review series identity","[2010, 2011, 2012, 2013, 2014, 2015]"
[],Michigan Classic (Cancelled due to Coronavirus),"[""snap_20260913T052653Z_4309094e8fb4""]","Michigan Classic (Cancelled due to Coronavirus),listed-michigan-classic-cancelled-due-to-coronavirus,wsdc_calendar,review series identity",[2020]
[],Michigan Classic (Unconfirmed),"[""snap_20260913T055430Z_17be191620ce""]","Michigan Classic (Unconfirmed),listed-michigan-classic-unconfirmed,wsdc_calendar,review series identity",[2025]
[],Michigan Classic Swing 2025,"[""snap_20260913T055430Z_17be191620ce""]","Michigan Classic Swing 2025,listed-michigan-classic-swing,wsdc_calendar,review series identity",[2025]
[],Michigan Swing Dance Champs (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Michigan Swing Dance Champs (Cancelled due to Covid-19),listed-michigan-swing-dance-champs-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2021]
[],Mid Atlantic Dance jam MADjam (NASDE),"[""snap_20260913T053435Z_ed5072b4dea1""]","Mid Atlantic Dance jam MADjam (NASDE),listed-mid-atlantic-dance-jam-madjam-nasde,wsdc_newsletter,review series identity",[2024]
[],Midland Swing Open (Cancelled due Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Midland Swing Open (Cancelled due Covid-19),listed-midland-swing-open-cancelled-due-covid-19,wsdc_calendar,review series identity",[2020]
[],Midland Swing Open 15th Anniversary,"[""snap_20260913T053443Z_bf5de4bbd205""]","Midland Swing Open 15th Anniversary,listed-midland-swing-open-anniversary,wsdc_newsletter,review series identity",[2024]
[],Midnight Madness (Unconfirmed),"[""snap_20260913T055241Z_d374c58b5248""]","Midnight Madness (Unconfirmed),listed-midnight-madness-unconfirmed,wsdc_calendar,review series identity",[2024]
[],Midwest Westie Fest (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Midwest Westie Fest (Cancelled due to Covid-19),listed-midwest-westie-fest-cancelled-due-to-covid-19,wsdc_calendar,review series identity","[2020, 2021]"
[],Midwest Westie Fest (Unconfirmed),"[""snap_20260913T055430Z_17be191620ce""]","Midwest Westie Fest (Unconfirmed),listed-midwest-westie-fest-unconfirmed,wsdc_calendar,review series identity",[2025]
[],Midwest Westie Fest workshop style format non-WSDC competitions,"[""snap_20260913T053404Z_622d98a01fec""]","Midwest Westie Fest workshop style format non-WSDC competitions,listed-midwest-westie-fest-workshop-style-format-non-wsdc-competitions,wsdc_newsletter,review series identity",[2022]
[],Milan Modern Swing (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Milan Modern Swing (Cancelled due to Covid-19),listed-milan-modern-swing-cancelled-due-to-covid-19,wsdc_calendar,review series identity","[2020, 2021]"
[],Monterey Swinfest  2026,"[""snap_20260910T060237Z_ec3a9683fbdf""]","Monterey Swinfest  2026,listed-monterey-swinfest,scoringdance,review series identity",[2026]
[],MontereySwingfest 2025,"[""snap_20260910T060152Z_76459cf37859""]","MontereySwingfest 2025,listed-montereyswingfest,scoringdance,review series identity",[2025]
[],Montreal Dance Festival,"[""snap_20260913T050703Z_0dc4bfe1a4a1"", ""snap_20260913T050724Z_6ddaacedd7ed""]","Montreal Dance Festival,listed-montreal-dance-festival,swingdancecouncil,review series identity","[2012, 2013]"
[],Montreal Westie Fest (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Montreal Westie Fest (Cancelled due to Covid-19),listed-montreal-westie-fest-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2020]
[],Montreal Westie Fest (Unconfirmed),"[""snap_20260913T055220Z_d77aed35c78d""]","Montreal Westie Fest (Unconfirmed),listed-montreal-westie-fest-unconfirmed,wsdc_calendar,review series identity",[2024]
[],Mooseland Swing 2024 (Trial Event),"[""snap_20260913T055309Z_e2e9db9abb1c""]","Mooseland Swing 2024 (Trial Event),listed-mooseland-swing-trial-event,wsdc_calendar,review series identity",[2024]
[],Moscow Christmas Swing Dance Camp,"[""snap_20260913T050733Z_35c526f5b7e9""]","Moscow Christmas Swing Dance Camp,listed-moscow-christmas-swing-dance-camp,swingdancecouncil,review series identity",[2015]
[],Moscow Open,"[""snap_20260913T052353Z_ca327a4a9b2a""]","Moscow Open,listed-moscow-open,wsdc_calendar,review series identity",[2018]
[],Moscow Westie Fest (Unconfirmed),"[""snap_20260913T055353Z_2f7c24378244""]","Moscow Westie Fest (Unconfirmed),listed-moscow-westie-fest-unconfirmed,wsdc_calendar,review series identity",[2024]
[],Moscow Xmas Swing Dance Camp,"[""snap_20260913T051004Z_e0f6b15c7de4""]","Moscow Xmas Swing Dance Camp,listed-moscow-xmas-swing-dance-camp,swingdancecouncil,review series identity",[2016]
[],Mountain Magic (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Mountain Magic (Cancelled due to Covid-19),listed-mountain-magic-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2021]
[],Mountain Magic Dance Convention (Unconfirmed),"[""snap_20260913T055241Z_d374c58b5248""]","Mountain Magic Dance Convention (Unconfirmed),listed-mountain-magic-dance-convention-unconfirmed,wsdc_calendar,review series identity",[2024]
[],Mountain Magic Dance Convention 2020 (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Mountain Magic Dance Convention 2020 (Cancelled due to Covid-19),listed-mountain-magic-dance-convention-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2020]
[],Munich Bachata Fest 2023,"[""snap_20260910T061112Z_795d91204e10""]","Munich Bachata Fest 2023,listed-munich-bachata-fest,scoringdance,review series identity",[2023]
[],Munich Bachata Fest 2025,"[""snap_20260910T053825Z_42442219a3b3""]","Munich Bachata Fest 2025,listed-munich-bachata-fest,scoringdance,review series identity",[2025]
[],Munich Bachata Fest 2026,"[""snap_20260910T060142Z_d2c960cf644c""]","Munich Bachata Fest 2026,listed-munich-bachata-fest,scoringdance,review series identity",[2026]
[],Municorn Swing (Canceled due to Covid-19),"[""snap_20260913T052753Z_9fefc779c3b2""]","Municorn Swing (Canceled due to Covid-19),listed-municorn-swing-canceled-due-to-covid-19,wsdc_calendar,review series identity",[2023]
[],Municorn Swing (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Municorn Swing (Cancelled due to Covid-19),listed-municorn-swing-cancelled-due-to-covid-19,wsdc_calendar,review series identity","[2021, 2022]"
[],Municorn Swing (Unconfirmed),"[""snap_20260913T055411Z_037bc2fb7478""]","Municorn Swing (Unconfirmed),listed-municorn-swing-unconfirmed,wsdc_calendar,review series identity",[2025]
[],Music City Swing Dance Championships,"[""snap_20260913T050433Z_b749ee48056f""]","Music City Swing Dance Championships,listed-music-city-swing-dance-championships,swingdancecouncil,review series identity",[2010]
[],N:XT LEVEL SWING 2025,"[""snap_20260910T061037Z_da86147fd3de""]","N:XT LEVEL SWING 2025,listed-n-xt-level-swing,scoringdance,review series identity",[2025]
[],NE Dance Festival,"[""snap_20260909T150512Z_694f97493af0""]","NE Dance Festival,listed-ne-dance-festival,eepro,review series identity",[2025]
[],NJ Hustle Congress,"[""snap_20260909T150512Z_694f97493af0""]","NJ Hustle Congress,listed-nj-hustle-congress,eepro,review series identity","[2025, 2026]"
[],NORDIC WCS CHAMP,"[""snap_20260913T052940Z_0177184cf9eb""]","NORDIC WCS CHAMP,listed-nordic-wcs-champ,wsdc_newsletter,review series identity",[2017]
[],NRW United Bachata Festival 2025,"[""snap_20260910T060820Z_8b419222e962""]","NRW United Bachata Festival 2025,listed-nrw-united-bachata-festival,scoringdance,review series identity",[2025]
[],NSW CMJ WEST COAST SWING DANCE CHAMPIONSHIPS,"[""snap_20260913T035045Z_008aaf4c6933""]","NSW CMJ WEST COAST SWING DANCE CHAMPIONSHIPS,listed-nsw-cmj-west-coast-swing-dance-championships,wsdc_newsletter,review series identity",[2018]
[],NSW WCS DANCE CHAMPIONSHIPS,"[""snap_20260913T053000Z_11d8e6dbdaab""]","NSW WCS DANCE CHAMPIONSHIPS,listed-nsw-wcs-dance-championships,wsdc_newsletter,review series identity",[2019]
[],Neverland Swing (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Neverland Swing (Cancelled due to Covid-19),listed-neverland-swing-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2020]
[],Neverland Swing (Unconfirmed),"[""snap_20260913T055241Z_d374c58b5248""]","Neverland Swing (Unconfirmed),listed-neverland-swing-unconfirmed,wsdc_calendar,review series identity",[2024]
[],New England Dance Festival (Cancelled due to Covid-19),"[""snap_20260913T052314Z_cd0f43b0da24"", ""snap_20260913T052653Z_4309094e8fb4""]","New England Dance Festival (Cancelled due to Covid-19),listed-new-england-dance-festival-cancelled-due-to-covid-19,wsdc_calendar,review series identity","[2020, 2021]"
[],New England Dance Festival (Unconfirmed),"[""snap_20260913T052844Z_b95ece79a3ac"", ""snap_20260913T055220Z_d77aed35c78d"", ""snap_20260913T055402Z_7d4968c3ecb5""]","New England Dance Festival (Unconfirmed),listed-new-england-dance-festival-unconfirmed,wsdc_calendar,review series identity","[2023, 2024, 2025]"
[],New Year's Dance Extravaganaza,"[""snap_20260913T050733Z_35c526f5b7e9"", ""snap_20260913T050803Z_89757c41ead1"", ""snap_20260913T051004Z_e0f6b15c7de4"", ""snap_20260913T051023Z_de41000bfa60""]","New Year's Dance Extravaganaza,listed-new-year-s-dance-extravaganaza,swingdancecouncil,review series identity","[2014, 2015, 2016]"
[],New Year's Swing Fling (Unconfirmed),"[""snap_20260913T052844Z_b95ece79a3ac"", ""snap_20260913T055353Z_2f7c24378244""]","New Year's Swing Fling (Unconfirmed),listed-new-year-s-swing-fling-unconfirmed,wsdc_calendar,review series identity","[2023, 2024]"
[],New Year's Swing Fling 2020 (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","New Year's Swing Fling 2020 (Cancelled due to Covid-19),listed-new-year-s-swing-fling-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2021]
[],New Years Dance Extravaganza,"[""snap_20260913T050603Z_94f4a330dd97""]","New Years Dance Extravaganza,listed-new-years-dance-extravaganza,swingdancecouncil,review series identity","[2011, 2012]"
[],New Years Dancin Eve,"[""snap_20260913T050433Z_b749ee48056f"", ""snap_20260913T050503Z_1dc9d7a88150"", ""snap_20260913T050523Z_599faad414ce""]","New Years Dancin Eve,listed-new-years-dancin-eve,swingdancecouncil,review series identity","[2010, 2011]"
[],New Years Swing Dance Classic,"[""snap_20260913T051644Z_dd7f13d8db52""]","New Years Swing Dance Classic,listed-new-years-swing-dance-classic,wsdc_calendar,review series identity",[2020]
[],New Zealand Open (Unconfirmed),"[""snap_20260913T055220Z_d77aed35c78d""]","New Zealand Open (Unconfirmed),listed-new-zealand-open-unconfirmed,wsdc_calendar,review series identity",[2024]
[],Nordic Bachata Congress 2025,"[""snap_20260910T054259Z_4805ef397844""]","Nordic Bachata Congress 2025,listed-nordic-bachata-congress,scoringdance,review series identity",[2025]
[],Nordic WCS Champ's,"[""snap_20260913T051023Z_de41000bfa60""]","Nordic WCS Champ's,listed-nordic-wcs-champ-s,swingdancecouncil,review series identity",[2016]
[],"Nordic WCS Champ's (Formerly ""Spring Swing"")","[""snap_20260913T050803Z_89757c41ead1""]","Nordic WCS Champ's (Formerly ""Spring Swing""),listed-nordic-wcs-champ-s-formerly-spring-swing,swingdancecouncil,review series identity",[2015]
[],Nordic WCS Championships (Cancelled due to Corona Virus),"[""snap_20260913T052653Z_4309094e8fb4""]","Nordic WCS Championships (Cancelled due to Corona Virus),listed-nordic-wcs-championships-cancelled-due-to-corona-virus,wsdc_calendar,review series identity",[2020]
[],Nordic WCS Championships (Unconfirmed),"[""snap_20260913T055241Z_d374c58b5248""]","Nordic WCS Championships (Unconfirmed),listed-nordic-wcs-championships-unconfirmed,wsdc_calendar,review series identity",[2024]
[],Normandie On West,"[""snap_20260910T060440Z_0528f9c34bc7""]","Normandie On West,listed-normandie-on-west,scoringdance,review series identity",[2022]
[],Northeast Swing Clasic,"[""snap_20260909T150512Z_694f97493af0""]","Northeast Swing Clasic,listed-northeast-swing-clasic,eepro,review series identity",[2025]
[],Norway Westie Fest (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4"", ""snap_20260913T052703Z_1e8fae7d6c53""]","Norway Westie Fest (Cancelled due to Covid-19),listed-norway-westie-fest-cancelled-due-to-covid-19,wsdc_calendar,review series identity","[2020, 2021, 2022]"
[],Norway Westie Fest (Unconfirmed),"[""snap_20260913T052844Z_b95ece79a3ac"", ""snap_20260913T055258Z_9e85bd42b4ea""]","Norway Westie Fest (Unconfirmed),listed-norway-westie-fest-unconfirmed,wsdc_calendar,review series identity","[2023, 2024]"
[],Norwegian Open 2025,"[""snap_20260910T063523Z_e7ae47117066""]","Norwegian Open 2025,listed-norwegian-open,scoringdance,review series identity",[2025]
[],Novice Invitational (Cancelled due to Coronavirus),"[""snap_20260913T052653Z_4309094e8fb4""]","Novice Invitational (Cancelled due to Coronavirus),listed-novice-invitational-cancelled-due-to-coronavirus,wsdc_calendar,review series identity",[2020]
[],Novice Invitational (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Novice Invitational (Cancelled due to Covid-19),listed-novice-invitational-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2021]
[],Odyssey West Coast Swing (Unconfirmed),"[""snap_20260913T055241Z_d374c58b5248"", ""snap_20260913T055430Z_17be191620ce""]","Odyssey West Coast Swing (Unconfirmed),listed-odyssey-west-coast-swing-unconfirmed,wsdc_calendar,review series identity","[2024, 2025]"
[],Orange Blossom,"[""snap_20260909T150512Z_694f97493af0""]","Orange Blossom,listed-orange-blossom,eepro,review series identity","[2025, 2026]"
[],Orange Blossom Dance Festival (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Orange Blossom Dance Festival (Cancelled due to Covid-19),listed-orange-blossom-dance-festival-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2020]
[],Orange Blossom Dance Festival (Unconfirmed),"[""snap_20260913T055430Z_17be191620ce""]","Orange Blossom Dance Festival (Unconfirmed),listed-orange-blossom-dance-festival-unconfirmed,wsdc_calendar,review series identity",[2025]
[],PALM SPRINGS NEW YEAR’S WEST COAST SWING AND HUSTLE DANCE CLASSIC,"[""snap_20260913T052950Z_43d0406b9025"", ""snap_20260913T053204Z_ea0a1cfa6f68"", ""snap_20260913T053253Z_e19d60bb1ba4""]","PALM SPRINGS NEW YEAR’S WEST COAST SWING AND HUSTLE DANCE CLASSIC,listed-palm-springs-new-year-s-west-coast-swing-and-hustle-dance-classic,wsdc_newsletter,review series identity","[2018, 2019, 2020]"
[],PARADISE COUNTRY & SWING FESTIVAL,"[""snap_20260913T052950Z_43d0406b9025""]","PARADISE COUNTRY & SWING FESTIVAL,listed-paradise-country-swing-festival,wsdc_newsletter,review series identity",[2017]
"[""wsdc-272"", ""wsdc-307""]",PARIS WESTIE FEST,"[""snap_20260913T052910Z_44c788523cf4"", ""snap_20260913T052930Z_9938b86a7094"", ""snap_20260913T053010Z_478d7ddb5edd"", ""snap_20260913T053303Z_220a0f22f0f6""]","PARIS WESTIE FEST,listed-paris-westie-fest,wsdc_newsletter,review series identity","[2017, 2018, 2019, 2020]"
[],PHILLY SWING CLASSIC (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","PHILLY SWING CLASSIC (Cancelled due to Covid-19),listed-philly-swing-classic-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2020]
[],Palm Springs New Year's Swing Classic & Dance Camp,"[""snap_20260913T050733Z_35c526f5b7e9"", ""snap_20260913T051004Z_e0f6b15c7de4"", ""snap_20260913T051023Z_de41000bfa60"", ""snap_20260913T051054Z_b7d1cb375244""]","Palm Springs New Year's Swing Classic & Dance Camp,listed-palm-springs-new-year-s-swing-classic-dance-camp,swingdancecouncil,review series identity","[2014, 2015, 2016, 2017]"
[],Palm Springs New Year's Swingin' Dance Camp,"[""snap_20260913T050503Z_1dc9d7a88150"", ""snap_20260913T050603Z_94f4a330dd97"", ""snap_20260913T050713Z_532a13011352"", ""snap_20260913T050724Z_6ddaacedd7ed""]","Palm Springs New Year's Swingin' Dance Camp,listed-palm-springs-new-year-s-swingin-dance-camp,swingdancecouncil,review series identity","[2010, 2011, 2013, 2014]"
[],Palm Springs Swing Dance Classic / Summer Dance Camp,"[""snap_20260913T050503Z_1dc9d7a88150"", ""snap_20260913T050523Z_599faad414ce""]","Palm Springs Swing Dance Classic / Summer Dance Camp,listed-palm-springs-swing-dance-classic-summer-dance-camp,swingdancecouncil,review series identity","[2010, 2011]"
[],Palm Springs Swingin' Summer Dance Camp,"[""snap_20260913T050643Z_3b5c53c6d4d5"", ""snap_20260913T050713Z_532a13011352"", ""snap_20260913T050724Z_6ddaacedd7ed""]","Palm Springs Swingin' Summer Dance Camp,listed-palm-springs-swingin-summer-dance-camp,swingdancecouncil,review series identity","[2012, 2013, 2014]"
