fetched_round_urls,listed_round_urls,mapped_event_id,never_checked_round_urls,period,published_contests,published_rounds,source,source_end_date,source_name,source_ref,source_start_date,unfetched_examples,unfetched_round_urls
,8,2024-09-aloha-open,8,past,0,0,scoringdance,2024-09-25,Aloha Open 2024,scoringdance:155,2024-09-25,https://scoring.dance/enUS/events/155/results/2396.html|https://scoring.dance/enUS/events/155/results/2397.html|https://scoring.dance/enUS/events/155/results/2398.html,8
,13,2022-06-neverlandswing,13,past,0,0,scoringdance,2022-06-30,NeverlandSwing 2022,scoringdance:66,2022-06-30,https://scoring.dance/enUS/events/66/results/576.html|https://scoring.dance/enUS/events/66/results/577.html|https://scoring.dance/enUS/events/66/results/578.html,13
,18,2019-10-warsaw-halloween-swing,18,past,0,0,scoringdance,2019-10-31,Warsaw Halloween Swing 2019,scoringdance:22,2019-10-31,https://scoring.dance/enUS/events/22/results/214.html|https://scoring.dance/enUS/events/22/results/216.html|https://scoring.dance/enUS/events/22/results/217.html,18
,,,,unknown,0,0,scoringdance,,Stockholm Sensual 2025,scoringdance:217,,,
,,,,unknown,0,0,scoringdance,,Detonation Dance 2020,scoringdance:39,,,
,,,,unknown,0,0,scoringdance,,SwingVester 2019/20,scoringdance:20,,,
,20,2023-03-westie-spring-thing,20,past,0,0,scoringdance,2023-03-09,Westie Spring Thing 2023,scoringdance:76,2023-03-09,https://scoring.dance/enUS/events/76/results/878.html|https://scoring.dance/enUS/events/76/results/879.html|https://scoring.dance/enUS/events/76/results/880.html,20
,21,2026-04-westy-nantes,21,past,0,0,scoringdance,2026-04-10,Westy Nantes 2026,scoringdance:338,2026-04-10,https://scoring.dance/enUS/events/338/results/5411.html|https://scoring.dance/enUS/events/338/results/5412.html|https://scoring.dance/enUS/events/338/results/5413.html,21
,17,2023-03-5280-westival,17,past,0,0,scoringdance,2023-03-23,5280 Westival 2023,scoringdance:74,2023-03-23,https://scoring.dance/enUS/events/74/results/910.html|https://scoring.dance/enUS/events/74/results/911.html|https://scoring.dance/enUS/events/74/results/913.html,17
30,30,2026-03-west-in-lyon,,past,16,30,scoringdance,2026-03-12,West in Lyon 2026,scoringdance:337,2026-03-12,,
,26,2025-09-finnfest,26,past,0,0,scoringdance,2025-09-18,Finnfest 2025,scoringdance:309,2025-09-18,https://scoring.dance/enUS/events/309/results/4384.html|https://scoring.dance/enUS/events/309/results/4385.html|https://scoring.dance/enUS/events/309/results/4440.html,26
,3,2025-02-luxembourg-bachata-family-festival,3,past,0,0,scoringdance,2025-02-07,Luxembourg Bachata Family Festival 2025,scoringdance:153,2025-02-07,https://scoring.dance/enUS/events/153/results/3137.html|https://scoring.dance/enUS/events/153/results/3138.html|https://scoring.dance/enUS/events/153/results/3139.html,3
,30,2023-06-d-town-swing,30,past,0,0,scoringdance,2023-06-22,D-Town Swing 2023,scoringdance:84,2023-06-22,https://scoring.dance/enUS/events/84/results/1065.html|https://scoring.dance/enUS/events/84/results/1066.html|https://scoring.dance/enUS/events/84/results/1083.html,30
14,14,2026-03-king-swing,,past,5,14,scoringdance,2026-03-19,King Swing 2026,scoringdance:373,2026-03-19,,
,16,2022-09-finnfest,16,past,0,0,scoringdance,2022-09-23,Finnfest 2022,scoringdance:68,2022-09-23,https://scoring.dance/enUS/events/68/results/653.html|https://scoring.dance/enUS/events/68/results/654.html|https://scoring.dance/enUS/events/68/results/655.html,16
,27,2025-10-milan-modern-swing,27,past,0,0,scoringdance,2025-10-09,Milan Modern Swing 2025,scoringdance:318,2025-10-09,https://scoring.dance/enUS/events/318/results/4572.html|https://scoring.dance/enUS/events/318/results/4573.html|https://scoring.dance/enUS/events/318/results/4642.html,27
,21,2024-09-finnfest,21,past,0,0,scoringdance,2024-09-19,Finnfest 2024,scoringdance:159,2024-09-19,https://scoring.dance/enUS/events/159/results/2335.html|https://scoring.dance/enUS/events/159/results/2337.html|https://scoring.dance/enUS/events/159/results/2338.html,21
,20,2026-03-westie-spring-thing,20,past,0,0,scoringdance,2026-03-12,Westie Spring Thing 2026,scoringdance:381,2026-03-12,https://scoring.dance/enUS/events/381/results/5356.html|https://scoring.dance/enUS/events/381/results/5357.html|https://scoring.dance/enUS/events/381/results/5358.html,20
,2,2024-10-bachata-explosion,2,past,0,0,scoringdance,2024-10-18,Bachata Explosion 2024,scoringdance:132,2024-10-18,https://scoring.dance/enUS/events/132/results/2568.html|https://scoring.dance/enUS/events/132/results/2569.html,2
,11,2024-07-rock-the-barn,11,past,0,0,scoringdance,2024-07-18,Rock The Barn 2024,scoringdance:138,2024-07-18,https://scoring.dance/enUS/events/138/results/2093.html|https://scoring.dance/enUS/events/138/results/2094.html|https://scoring.dance/enUS/events/138/results/2095.html,11
,13,2024-07-bend-connection,13,past,0,0,scoringdance,2024-07-25,Bend Connection 2024,scoringdance:145,2024-07-25,https://scoring.dance/enUS/events/145/results/2110.html|https://scoring.dance/enUS/events/145/results/2111.html|https://scoring.dance/enUS/events/145/results/2112.html,13
,35,2024-10-boogie-by-the-bay,35,past,0,0,scoringdance,2024-10-10,Boogie by the Bay 2024,scoringdance:156,2024-10-10,https://scoring.dance/enUS/events/156/results/2474.html|https://scoring.dance/enUS/events/156/results/2475.html|https://scoring.dance/enUS/events/156/results/2476.html,35
,3,2025-06-bachata-beach-festival,3,past,0,0,scoringdance,2025-06-19,Bachata Beach Festival 2025,scoringdance:265,2025-06-19,https://scoring.dance/enUS/events/265/results/3999.html|https://scoring.dance/enUS/events/265/results/4000.html|https://scoring.dance/enUS/events/265/results/4001.html,3
29,29,2025-02-rose-city-swing,,past,14,29,scoringdance,2025-02-20,Rose City Swing 2025,scoringdance:182,2025-02-20,,
,19,2026-01-avignon-city-swing,19,past,0,0,scoringdance,2026-01-16,Avignon City Swing 2026,scoringdance:334,2026-01-16,https://scoring.dance/enUS/events/334/results/5050.html|https://scoring.dance/enUS/events/334/results/5051.html|https://scoring.dance/enUS/events/334/results/5052.html,19
27,27,2023-12-global-grand-prix-swing-dance-championships,,past,16,27,scoringdance,2023-12-14,Global Grand Prix Swing Dance Championships 2023,scoringdance:100,2023-12-14,,
,,,,unknown,0,0,scoringdance,,Paris Sensual Festival 2026,scoringdance:417,,,
1,1,2018-11-cozyswing,,past,1,1,scoringdance,2018-11-30,CozySwing 2018,scoringdance:5,2018-11-30,,
,3,2024-09-bindaas-bachata-festival,3,past,0,0,scoringdance,2024-09-06,BINDAAS Bachata Festival 2024,scoringdance:143,2024-09-06,https://scoring.dance/enUS/events/143/results/2300.html|https://scoring.dance/enUS/events/143/results/2301.html|https://scoring.dance/enUS/events/143/results/2302.html,3
,13,2025-03-king-swing,13,past,0,0,scoringdance,2025-03-20,King Swing 2025,scoringdance:231,2025-03-20,https://scoring.dance/enUS/events/231/results/3302.html|https://scoring.dance/enUS/events/231/results/3303.html|https://scoring.dance/enUS/events/231/results/3304.html,13
,,,,unknown,0,0,scoringdance,,SwingCouver 2020,scoringdance:28,,,
,5,2025-10-bachata-zouk-royals,5,past,0,0,scoringdance,2025-10-24,Bachata Zouk Royals 2025,scoringdance:283,2025-10-24,https://scoring.dance/enUS/events/283/results/4673.html|https://scoring.dance/enUS/events/283/results/4674.html|https://scoring.dance/enUS/events/283/results/4675.html,5
,15,2022-12-berlin-swing-revolution,15,past,0,0,scoringdance,2022-12-08,Berlin Swing Revolution 2022,scoringdance:56,2022-12-08,https://scoring.dance/enUS/events/56/results/748.html|https://scoring.dance/enUS/events/56/results/749.html|https://scoring.dance/enUS/events/56/results/750.html,15
,,,,unknown,0,0,scoringdance,,Scandinavian Open WCS 2021 [SNOW 2021],scoringdance:47,,,
15,15,2025-05-festival-city-swing-edinburgh,,past,9,15,scoringdance,2025-05-30,Festival City Swing Edinburgh 2025,scoringdance:263,2025-05-30,,
,23,2019-09-bavarian-open,23,past,0,0,scoringdance,2019-09-12,Bavarian Open 2019,scoringdance:23,2019-09-12,https://scoring.dance/enUS/events/23/results/175.html|https://scoring.dance/enUS/events/23/results/176.html|https://scoring.dance/enUS/events/23/results/177.html,23
,25,2025-04-westy-nantes,25,past,0,0,scoringdance,2025-04-04,Westy Nantes 2025,scoringdance:207,2025-04-04,https://scoring.dance/enUS/events/207/results/3395.html|https://scoring.dance/enUS/events/207/results/3396.html|https://scoring.dance/enUS/events/207/results/3370.html,25
,21,2024-11-westie-pink-city,21,past,0,0,scoringdance,2024-11-08,Westie Pink City 2024,scoringdance:164,2024-11-08,https://scoring.dance/enUS/events/164/results/2714.html|https://scoring.dance/enUS/events/164/results/2715.html|https://scoring.dance/enUS/events/164/results/2716.html,21
,,,,unknown,0,0,scoringdance,,Hungarian Open 2020,scoringdance:33,,,
23,23,2020-01-budafest,,past,9,23,scoringdance,2020-01-02,Budafest 2020,scoringdance:25,2020-01-02,,
,4,2023-09-german-open-bachata-championship,4,past,0,0,scoringdance,2023-09-29,German Open Bachata Championship 2023,scoringdance:102,2023-09-29,https://scoring.dance/enUS/events/102/results/1242.html|https://scoring.dance/enUS/events/102/results/1243.html|https://scoring.dance/enUS/events/102/results/1244.html,4
,32,2025-01-montereyswingfest,32,past,0,0,scoringdance,2025-01-16,MontereySwingfest 2025,scoringdance:193,2025-01-16,https://scoring.dance/enUS/events/193/results/3033.html|https://scoring.dance/enUS/events/193/results/3034.html|https://scoring.dance/enUS/events/193/results/3035.html,32
9,9,2025-02-swingtzerland,,past,4,9,scoringdance,2025-02-06,Swingtzerland 2025,scoringdance:222,2025-02-06,,
,10,2022-08-uptown-swing,10,past,0,0,scoringdance,2022-08-12,UpTown Swing 2022,scoringdance:67,2022-08-12,https://scoring.dance/enUS/events/67/results/607.html|https://scoring.dance/enUS/events/67/results/608.html|https://scoring.dance/enUS/events/67/results/609.html,10
,29,2025-05-nordic-wcs-championships,29,past,0,0,scoringdance,2025-05-01,Nordic WCS Championships 2025,scoringdance:249,2025-05-01,https://scoring.dance/enUS/events/249/results/3653.html|https://scoring.dance/enUS/events/249/results/3654.html|https://scoring.dance/enUS/events/249/results/3655.html,29
,,,,unknown,0,0,scoringdance,,Westy Nantes 2024,scoringdance:120,,,
,14,2022-03-westie-spring-thing,14,past,0,0,scoringdance,2022-03-10,Westie Spring Thing 2022,scoringdance:52,2022-03-10,https://scoring.dance/enUS/events/52/results/457.html|https://scoring.dance/enUS/events/52/results/458.html|https://scoring.dance/enUS/events/52/results/459.html,14
,14,2023-06-neverlandswing,14,past,0,0,scoringdance,2023-06-29,NeverlandSwing 2023,scoringdance:85,2023-06-29,https://scoring.dance/enUS/events/85/results/1084.html|https://scoring.dance/enUS/events/85/results/1085.html|https://scoring.dance/enUS/events/85/results/1086.html,14
,7,2025-08-wcs-magyar-kupa,7,past,0,0,scoringdance,2025-08-30,WCS Magyar Kupa 2025,scoringdance:260,2025-08-30,https://scoring.dance/enUS/events/260/results/4268.html|https://scoring.dance/enUS/events/260/results/4269.html|https://scoring.dance/enUS/events/260/results/4266.html,7
,15,2025-12-berlin-swing-revolution,15,past,0,0,scoringdance,2025-12-11,Berlin Swing Revolution 2025,scoringdance:347,2025-12-11,https://scoring.dance/enUS/events/347/results/4875.html|https://scoring.dance/enUS/events/347/results/4876.html|https://scoring.dance/enUS/events/347/results/4877.html,15
,9,2025-11-flowstate,9,past,0,0,scoringdance,2025-11-14,Flowstate 2025,scoringdance:330,2025-11-14,https://scoring.dance/enUS/events/330/results/4824.html|https://scoring.dance/enUS/events/330/results/4825.html|https://scoring.dance/enUS/events/330/results/4817.html,9
,18,2024-12-westie-gala,18,past,0,0,scoringdance,2024-12-28,Westie Gala 2024/2025,scoringdance:196,2024-12-28,https://scoring.dance/enUS/events/196/results/2867.html|https://scoring.dance/enUS/events/196/results/2868.html|https://scoring.dance/enUS/events/196/results/2869.html,18
8,8,2024-07-saunaswing,,past,4,8,scoringdance,2024-07-12,SaunaSwing 2024,scoringdance:137,2024-07-12,,
,,,,unknown,0,0,scoringdance,,The After Party 2021 [TAP2021],scoringdance:49,,,
,29,2026-04-korean-open,29,past,0,0,scoringdance,2026-04-09,Korean Open 2026,scoringdance:340,2026-04-09,https://scoring.dance/enUS/events/340/results/5471.html|https://scoring.dance/enUS/events/340/results/5472.html|https://scoring.dance/enUS/events/340/results/5473.html,29
9,9,2024-09-mooseland-swing,,past,5,9,scoringdance,2024-09-27,Mooseland Swing 2024,scoringdance:152,2024-09-27,,
,,,,unknown,0,0,scoringdance,,BOTP - Balboa On The Promenade 2020,scoringdance:34,,,
,22,2026-04-detonation-dance,22,past,0,0,scoringdance,2026-04-23,Detonation Dance 2026,scoringdance:389,2026-04-23,https://scoring.dance/enUS/events/389/results/5746.html|https://scoring.dance/enUS/events/389/results/5747.html|https://scoring.dance/enUS/events/389/results/5733.html,22
,,,,unknown,0,0,scoringdance,,Carnival Swing Cologne 2023,scoringdance:77,,,
,5,2025-06-nordic-bachata-congress,5,past,0,0,scoringdance,2025-06-13,Nordic Bachata Congress 2025,scoringdance:216,2025-06-13,https://scoring.dance/enUS/events/216/results/3979.html|https://scoring.dance/enUS/events/216/results/3980.html|https://scoring.dance/enUS/events/216/results/3981.html,5
,19,2019-08-german-open,19,past,0,0,scoringdance,2019-08-08,German Open 2019,scoringdance:19,2019-08-08,https://scoring.dance/enUS/events/19/results/146.html|https://scoring.dance/enUS/events/19/results/147.html|https://scoring.dance/enUS/events/19/results/148.html,19
,23,2025-08-rolling-swing,23,past,0,0,scoringdance,2025-08-28,Rolling Swing 2025,scoringdance:286,2025-08-28,https://scoring.dance/enUS/events/286/results/4241.html|https://scoring.dance/enUS/events/286/results/4242.html|https://scoring.dance/enUS/events/286/results/4243.html,23
,14,2025-05-nanaimo-dance-fusion,14,past,0,0,scoringdance,2025-05-23,Nanaimo Dance Fusion 2025,scoringdance:248,2025-05-23,https://scoring.dance/enUS/events/248/results/3782.html|https://scoring.dance/enUS/events/248/results/3783.html|https://scoring.dance/enUS/events/248/results/3784.html,14
,29,2024-06-d-town-swing,29,past,0,0,scoringdance,2024-06-13,D-Town Swing 2024,scoringdance:135,2024-06-13,https://scoring.dance/enUS/events/135/results/2003.html|https://scoring.dance/enUS/events/135/results/2004.html|https://scoring.dance/enUS/events/135/results/2036.html,29
,19,2022-12-global-grand-prix-swing-dance-championships,19,past,0,0,scoringdance,2022-12-15,Global Grand Prix Swing Dance Championships 2022,scoringdance:73,2022-12-15,https://scoring.dance/enUS/events/73/results/774.html|https://scoring.dance/enUS/events/73/results/775.html|https://scoring.dance/enUS/events/73/results/776.html,19
,31,2023-12-swingcouver-24,31,past,0,0,scoringdance,2023-12-28,SwingCouver 2023/24,scoringdance:106,2023-12-28,https://scoring.dance/enUS/events/106/results/1466.html|https://scoring.dance/enUS/events/106/results/1467.html|https://scoring.dance/enUS/events/106/results/1468.html,31
,,,,unknown,0,0,scoringdance,,Hippmann Fun-Competition 2024,scoringdance:179,,,
27,27,2024-08-german-open,,past,13,27,scoringdance,2024-08-01,German Open 2024,scoringdance:139,2024-08-01,,
,23,2024-11-sea-to-sky,23,past,0,0,scoringdance,2024-11-07,Sea to Sky 2024,scoringdance:176,2024-11-07,https://scoring.dance/enUS/events/176/results/2688.html|https://scoring.dance/enUS/events/176/results/2689.html|https://scoring.dance/enUS/events/176/results/2690.html,23
,31,2025-09-bavarian-open,31,past,0,0,scoringdance,2025-09-11,Bavarian Open 2025,scoringdance:304,2025-09-11,https://scoring.dance/enUS/events/304/results/4273.html|https://scoring.dance/enUS/events/304/results/4274.html|https://scoring.dance/enUS/events/304/results/4275.html,31
,20,2024-12-winter-white,20,past,0,0,scoringdance,2024-12-05,Winter White 2024,scoringdance:185,2024-12-05,https://scoring.dance/enUS/events/185/results/2744.html|https://scoring.dance/enUS/events/185/results/2745.html|https://scoring.dance/enUS/events/185/results/2767.html,20
,16,2025-10-norwegian-open,16,past,0,0,scoringdance,2025-10-02,Norwegian Open 2025,scoringdance:317,2025-10-02,https://scoring.dance/enUS/events/317/results/4551.html|https://scoring.dance/enUS/events/317/results/4552.html|https://scoring.dance/enUS/events/317/results/4553.html,16
,12,2024-04-dutch-open,12,past,0,0,scoringdance,2024-04-04,Dutch Open 2024,scoringdance:119,2024-04-04,https://scoring.dance/enUS/events/119/results/1734.html|https://scoring.dance/enUS/events/119/results/1735.html|https://scoring.dance/enUS/events/119/results/1736.html,12
,21,2025-01-swing-resolution,21,past,0,0,scoringdance,2025-01-23,Swing Resolution 2025,scoringdance:195,2025-01-23,https://scoring.dance/enUS/events/195/results/3066.html|https://scoring.dance/enUS/events/195/results/3067.html|https://scoring.dance/enUS/events/195/results/3068.html,21
,24,2026-08-swing-creation-hamburg,24,past,0,0,scoringdance,2026-08-20,Swing Creation Hamburg,scoringdance:436,2026-08-20,https://scoring.dance/enUS/events/436/results/6378.html|https://scoring.dance/enUS/events/436/results/6379.html|https://scoring.dance/enUS/events/436/results/6380.html,24
,15,2025-03-euro-dance-festival,15,past,0,0,scoringdance,2025-03-04,Euro Dance Festival 2025,scoringdance:158,2025-03-04,https://scoring.dance/enUS/events/158/results/3205.html|https://scoring.dance/enUS/events/158/results/3207.html|https://scoring.dance/enUS/events/158/results/3220.html,15
,19,2025-05-swing-of-music,19,past,0,0,scoringdance,2025-05-08,Swing of Music 2025,scoringdance:245,2025-05-08,https://scoring.dance/enUS/events/245/results/3676.html|https://scoring.dance/enUS/events/245/results/3678.html|https://scoring.dance/enUS/events/245/results/3671.html,19
,28,2026-04-easter-swing,28,past,0,0,scoringdance,2026-04-02,Easter Swing 2026,scoringdance:327,2026-04-02,https://scoring.dance/enUS/events/327/results/5614.html|https://scoring.dance/enUS/events/327/results/5616.html|https://scoring.dance/enUS/events/327/results/5607.html,28
,12,2021-12-berlin-swing-revolution,12,past,0,0,scoringdance,2021-12-09,Berlin Swing Revolution 2021,scoringdance:48,2021-12-09,https://scoring.dance/enUS/events/48/results/411.html|https://scoring.dance/enUS/events/48/results/413.html|https://scoring.dance/enUS/events/48/results/414.html,12
,16,2026-02-euro-dance-festival,16,past,0,0,scoringdance,2026-02-17,Euro Dance Festival 2026,scoringdance:335,2026-02-17,https://scoring.dance/enUS/events/335/results/5205.html|https://scoring.dance/enUS/events/335/results/5206.html|https://scoring.dance/enUS/events/335/results/5207.html,16
,19,2023-04-detonation-dance,19,past,0,0,scoringdance,2023-04-20,Detonation Dance 2023,scoringdance:79,2023-04-20,https://scoring.dance/enUS/events/79/results/946.html|https://scoring.dance/enUS/events/79/results/947.html|https://scoring.dance/enUS/events/79/results/948.html,19
,20,2026-08-westie-joy,20,past,0,0,scoringdance,2026-08-21,Westie Joy 2026,scoringdance:396,2026-08-21,https://scoring.dance/enUS/events/396/results/6475.html|https://scoring.dance/enUS/events/396/results/6476.html|https://scoring.dance/enUS/events/396/results/6477.html,20
,22,2025-06-neverland-swing,22,past,0,0,scoringdance,2025-06-26,Neverland Swing 2025,scoringdance:270,2025-06-26,https://scoring.dance/enUS/events/270/results/4037.html|https://scoring.dance/enUS/events/270/results/4038.html|https://scoring.dance/enUS/events/270/results/4039.html,22
,21,2026-04-asia-wcs-open,21,past,0,0,scoringdance,2026-04-16,Asia WCS Open  2026,scoringdance:333,2026-04-16,https://scoring.dance/enUS/events/333/results/5651.html|https://scoring.dance/enUS/events/333/results/5653.html|https://scoring.dance/enUS/events/333/results/5654.html,21
,37,2025-04-city-of-angels,37,past,0,0,scoringdance,2025-04-10,City of Angels 2025,scoringdance:240,2025-04-10,https://scoring.dance/enUS/events/240/results/3480.html|https://scoring.dance/enUS/events/240/results/3481.html|https://scoring.dance/enUS/events/240/results/3482.html,37
3,3,2024-12-copenhagen-bachata-congress,,past,1,3,scoringdance,2024-12-06,Copenhagen Bachata Congress 2024,scoringdance:168,2024-12-06,,
,2,2024-11-stockholm-sensusal-festival,2,past,0,0,scoringdance,2024-11-01,Stockholm Sensusal Festival 2024,scoringdance:161,2024-11-01,https://scoring.dance/enUS/events/161/results/2677.html|https://scoring.dance/enUS/events/161/results/2678.html,2
,14,2026-07-infinite-swing-munich,14,past,0,0,scoringdance,2026-07-23,Infinite Swing Munich 2026,scoringdance:420,2026-07-23,https://scoring.dance/enUS/events/420/results/6128.html|https://scoring.dance/enUS/events/420/results/6129.html|https://scoring.dance/enUS/events/420/results/6130.html,14
,12,2026-05-festival-city-swing-edinburgh,12,past,0,0,scoringdance,2026-05-29,Festival City Swing Edinburgh 2026,scoringdance:398,2026-05-29,https://scoring.dance/enUS/events/398/results/5763.html|https://scoring.dance/enUS/events/398/results/5907.html|https://scoring.dance/enUS/events/398/results/5908.html,12
,11,2019-06-neverlandswing,11,past,0,0,scoringdance,2019-06-27,NeverlandSwing 2019,scoringdance:10,2019-06-27,https://scoring.dance/enUS/events/10/results/136.html|https://scoring.dance/enUS/events/10/results/127.html|https://scoring.dance/enUS/events/10/results/128.html,11
,13,2026-03-dutch-open,13,past,0,0,scoringdance,2026-03-12,Dutch Open 2026,scoringdance:369,2026-03-12,https://scoring.dance/enUS/events/369/results/5185.html|https://scoring.dance/enUS/events/369/results/5187.html|https://scoring.dance/enUS/events/369/results/5188.html,13
31,31,2026-03-uk-west-coast-swing-championships,,past,13,31,scoringdance,2026-03-26,UK West Coast Swing Championships 2026,scoringdance:382,2026-03-26,,
,3,2025-05-beemad,3,past,0,0,scoringdance,2025-05-02,BeeMAD 2025,scoringdance:253,2025-05-02,https://scoring.dance/enUS/events/253/results/3723.html|https://scoring.dance/enUS/events/253/results/3724.html|https://scoring.dance/enUS/events/253/results/3725.html,3
,16,2025-08-uptown-swing,16,past,0,0,scoringdance,2025-08-14,UpTown Swing 2025,scoringdance:292,2025-08-14,https://scoring.dance/enUS/events/292/results/4221.html|https://scoring.dance/enUS/events/292/results/4222.html|https://scoring.dance/enUS/events/292/results/4223.html,16
,5,2019-02-carnival-swing-cologne,5,past,0,0,scoringdance,2019-02-23,Carnival Swing Cologne 2019,scoringdance:9,2019-02-23,https://scoring.dance/enUS/events/9/results/69.html|https://scoring.dance/enUS/events/9/results/72.html|https://scoring.dance/enUS/events/9/results/70.html,5
,16,2025-01-country-couver,16,past,0,0,scoringdance,2025-01-02,Country Couver 2025,scoringdance:191,2025-01-02,https://scoring.dance/enUS/events/191/results/2919.html|https://scoring.dance/enUS/events/191/results/2920.html|https://scoring.dance/enUS/events/191/results/2921.html,16
,23,2025-04-spring-time-swing,23,past,0,0,scoringdance,2025-04-30,Spring Time Swing 2025,scoringdance:250,2025-04-30,https://scoring.dance/enUS/events/250/results/3612.html|https://scoring.dance/enUS/events/250/results/3614.html|https://scoring.dance/enUS/events/250/results/3615.html,23
,11,2024-10-augsburg-westie-station,11,past,0,0,scoringdance,2024-10-17,Augsburg Westie Station 2024,scoringdance:163,2024-10-17,https://scoring.dance/enUS/events/163/results/2374.html|https://scoring.dance/enUS/events/163/results/2385.html|https://scoring.dance/enUS/events/163/results/2375.html,11
,13,2026-07-saunaswing,13,past,0,0,scoringdance,2026-07-02,SaunaSwing 2026,scoringdance:422,2026-07-02,https://scoring.dance/enUS/events/422/results/6220.html|https://scoring.dance/enUS/events/422/results/6221.html|https://scoring.dance/enUS/events/422/results/6222.html,13
,6,2023-09-cologne-swing-weekend,6,past,0,0,scoringdance,2023-09-22,Cologne Swing Weekend 2023,scoringdance:97,2023-09-22,https://scoring.dance/enUS/events/97/results/1193.html|https://scoring.dance/enUS/events/97/results/1194.html|https://scoring.dance/enUS/events/97/results/1195.html,6
,15,2024-08-uptown-swing,15,past,0,0,scoringdance,2024-08-09,UpTown Swing 2024,scoringdance:140,2024-08-09,https://scoring.dance/enUS/events/140/results/2179.html|https://scoring.dance/enUS/events/140/results/2180.html|https://scoring.dance/enUS/events/140/results/2181.html,15
,3,2026-01-pure-bachata-role-rotation-weekend-cologne,3,past,0,0,scoringdance,2026-01-02,Pure Bachata - Role Rotation Weekend Cologne 2026,scoringdance:220,2026-01-02,https://scoring.dance/enUS/events/220/results/5046.html|https://scoring.dance/enUS/events/220/results/5047.html|https://scoring.dance/enUS/events/220/results/5048.html,3
,,,,unknown,0,0,scoringdance,,Workshop Weekend Heidelberg April 2019,scoringdance:11,,,
,26,2026-06-baltic-swing,26,past,0,0,scoringdance,2026-06-11,Baltic Swing 2026,scoringdance:412,2026-06-11,https://scoring.dance/enUS/events/412/results/6042.html|https://scoring.dance/enUS/events/412/results/6043.html|https://scoring.dance/enUS/events/412/results/6105.html,26
,33,2026-01-monterey-swinfest,33,past,0,0,scoringdance,2026-01-15,Monterey Swinfest  2026,scoringdance:272,2026-01-15,https://scoring.dance/enUS/events/272/results/4894.html|https://scoring.dance/enUS/events/272/results/4896.html|https://scoring.dance/enUS/events/272/results/4897.html,33
,15,2023-08-uptown-swing,15,past,0,0,scoringdance,2023-08-11,UpTown Swing 2023,scoringdance:90,2023-08-11,https://scoring.dance/enUS/events/90/results/1142.html|https://scoring.dance/enUS/events/90/results/1143.html|https://scoring.dance/enUS/events/90/results/1144.html,15
3,3,2025-03-bindaas-bachata-festival,,past,1,3,scoringdance,2025-03-14,BINDAAS Bachata Festival 2025,scoringdance:166,2025-03-14,,
,22,2022-10-warsaw-halloween-swing,22,past,0,0,scoringdance,2022-10-27,Warsaw Halloween Swing 2022,scoringdance:71,2022-10-27,https://scoring.dance/enUS/events/71/results/714.html|https://scoring.dance/enUS/events/71/results/715.html|https://scoring.dance/enUS/events/71/results/716.html,22
,15,2022-04-detonation-dance,15,past,0,0,scoringdance,2022-04-21,Detonation Dance 2022,scoringdance:61,2022-04-21,https://scoring.dance/enUS/events/61/results/479.html|https://scoring.dance/enUS/events/61/results/481.html|https://scoring.dance/enUS/events/61/results/482.html,15
,12,2025-12-santa-swing,12,past,0,0,scoringdance,2025-12-11,Santa Swing 2025,scoringdance:328,2025-12-11,https://scoring.dance/enUS/events/328/results/4864.html|https://scoring.dance/enUS/events/328/results/4865.html|https://scoring.dance/enUS/events/328/results/4866.html,12
,21,2019-03-west-in-lyon,21,past,0,0,scoringdance,2019-03-15,West in Lyon 2019,scoringdance:7,2019-03-15,https://scoring.dance/enUS/events/7/results/84.html|https://scoring.dance/enUS/events/7/results/85.html|https://scoring.dance/enUS/events/7/results/86.html,21
9,9,2026-02-swingtzerland,,past,4,9,scoringdance,2026-02-05,Swingtzerland 2026,scoringdance:363,2026-02-05,,
,3,2025-01-latin-dream-bachata-festival,3,past,0,0,scoringdance,2025-01-31,Latin Dream Bachata Festival 2025,scoringdance:183,2025-01-31,https://scoring.dance/enUS/events/183/results/3122.html|https://scoring.dance/enUS/events/183/results/3123.html|https://scoring.dance/enUS/events/183/results/3126.html,3
,17,2026-02-arousa-westie-fest,17,past,0,0,scoringdance,2026-02-19,Arousa Westie Fest 2026,scoringdance:361,2026-02-19,https://scoring.dance/enUS/events/361/results/5271.html|https://scoring.dance/enUS/events/361/results/5272.html|https://scoring.dance/enUS/events/361/results/5273.html,17
,,2018-07-pure-bachata-summer-festival-cologne,,past,0,0,scoringdance,2018-07-28,Pure Bachata Summer Festival Cologne,scoringdance:4,2018-07-28,,
,15,2022-10-wcs-festival-dusseldorf,15,past,0,0,scoringdance,2022-10-14,WCS Festival Düsseldorf 2022,scoringdance:54,2022-10-14,https://scoring.dance/enUS/events/54/results/689.html|https://scoring.dance/enUS/events/54/results/690.html|https://scoring.dance/enUS/events/54/results/691.html,15
,28,2025-03-bto-open,28,past,0,0,scoringdance,2025-03-27,BTO Open 2025,scoringdance:181,2025-03-27,https://scoring.dance/enUS/events/181/results/3424.html|https://scoring.dance/enUS/events/181/results/3425.html|https://scoring.dance/enUS/events/181/results/3426.html,28
